Country Code,Year,Fertility Value,Future Fertility,Replacement Reached,Low Surpassed,Population/1000,(Population/1000)^2,pcap GDP,logpercapGDP,Life Expectancy at Birth,Life Exp Sq,% Urban pop,Paid Parental Leave,FemTravel,FemDiv,FemBankAccnt
IDN,1969,5.521,4.806,1,1,111758.566,12489977074,74.60209639,1.872751032,51.963,2700.153369,16.809,0,1,0,0
IND,1969,5.648,5.029,1,1,543084.333,2.94941E+11,107.6223184,2.031902343,47.081,2216.620561,19.562,0,1,1,1
IRL,1969,3.83,3.24,1,1,2932.65,8600436.023,1291.34992,3.11104394,70.93787805,5032.182542,50.115,0,1,0,1
IRN,1969,6.528,6.289,1,1,27764.928,770891226.8,350.9135557,2.545200145,50.148,2514.821904,40.321,0,0,0,1
IRQ,1969,7.383,6.834,1,1,9585.585,91883439.79,313.8171509,2.496676675,57.5,3306.25,55.089,0,0,0,1
ISL,1969,2.99,2.31,1,1,203.369,41358.95016,2039.196295,3.309459033,73.77634146,5442.94856,84.483,0,1,1,1
ISR,1969,3.782,3.41,1,1,2877,8277129,1852.392539,3.267733023,70.9704878,5036.810139,83.582,0,1,0,1
ITA,1969,2.47,1.93,0,1,53537.95,2866312090,1813.388126,3.258490768,70.81195122,5014.332436,63.792,0,1,0,1
JAM,1969,5.617,4.115,1,1,1849.658,3421234.717,644.0583348,2.808925205,67.636,4574.628496,40.596,0,1,0,1
JOR,1969,7.968,7.455,1,1,1617.427,2616070.1,432.145547,2.635630042,59.468,3536.443024,55.633,0,0,0,1
JPN,1969,2.13,1.8,0,1,102219,10448723961,1684.659403,3.22651211,71.83878049,5160.810382,71.102,0,1,1,1
KEN,1969,8.103,7.695,1,1,10910.677,119042872.6,133.6653459,2.126018827,51.998,2703.792004,9.85,0,1,1,0
KHM,1969,6.574,5.557,1,1,6880.623,47342972.87,142.2652037,2.15309869,42.369,1795.132161,14.579,0,1,1,1
KOR,1969,4.474,2.99,1,1,31544.266,995040717.5,243.4224129,2.386360563,60.67502439,3681.458585,38.756,0,1,1,1
KWT,1969,7.281,5.769,1,1,688.972,474682.4168,4019.803916,3.604204869,65.231,4255.083361,84.582,0,0,0,1
LKA,1969,4.477,3.633,1,1,12214.948,149204954.6,160.9131876,2.206591638,63.634,4049.285956,17.5,0,1,1,1
LSO,1969,5.807,5.708,1,1,1005.911,1011856.94,65.57904294,1.816765074,50.18,2518.0324,8.196,0,1,1,0
LUX,1969,2.02,1.5,0,1,337.5,113906.25,3658.900683,3.563350621,69.90485366,4886.688565,73.902,0,1,1,0
MAR,1969,6.736,5.968,1,1,15656.846,245136826.7,232.1259133,2.365723625,52.195,2724.318025,33.946,0,0,0,1
MDG,1969,7.286,6.976,1,1,6401.92,40984579.69,165.0115988,2.217514472,44.283,1960.984089,13.751,0,0,1,1
MEX,1969,6.684,5.448,1,1,49945.278,2494530794,650.3117272,2.813121586,60.932,3712.708624,58.229,0,1,0,1
MLI,1969,7.121,7.153,1,1,5861.417,34356209.25,57.99175065,1.763366219,31.72,1006.1584,13.971,0,0,1,1
MMR,1969,6.029,5.23,1,1,26635.852,709468611.8,20.7006416,1.315983806,48.279,2330.861841,22.449,0,0,1,1
MRT,1969,6.791,6.596,1,1,1112.749,1238210.337,265.1650445,2.423516272,49.99,2499.0001,13.554,0,1,0,1
MWI,1969,7.262,7.59,1,1,4582.197,20996529.35,58.00942919,1.763498592,39.289,1543.625521,5.773,0,0,1,1
MYS,1969,5.167,4.249,1,1,10549.395,111289734.9,347.3730942,2.540796177,64.161,4116.633921,32.729,0,1,0,1
NER,1969,7.558,7.738,1,1,4385.925,19236338.11,142.6991849,2.154421493,35.76,1278.7776,8.339,0,1,0,1
NGA,1969,6.425,6.757,1,1,54717.035,2993953919,121.245373,2.083665174,40.569,1645.843761,17.513,0,0,1,1
NIC,1969,6.902,6.411,1,1,2334.285,5448886.461,320.4285036,2.505731142,52.868,2795.025424,46.16,0,1,0,1
NLD,1969,2.75,1.58,0,1,12877.984,165842471.9,2642.956118,3.422089952,73.5395122,5408.059854,61.481,0,1,1,1
NOR,1969,2.7,1.75,0,1,3847.707,14804849.16,2875.235844,3.458673474,73.66341463,5426.298656,63.881,0,1,1,1
NPL,1969,5.934,5.804,1,1,11834.657,140059106.3,66.63834579,1.823724208,40.291,1623.364681,3.911,0,1,0,1
NZL,1969,3.269,2.229,1,1,2772.8,7688419.84,2077.895543,3.317623712,71.47317073,5108.414134,80.695,0,1,1,1
OMN,1969,7.293,8.018,1,1,700.725,491015.5256,342.4750102,2.534628887,49.574,2457.581476,28.093,0,0,0,1
PAK,1969,6.6,6.599,1,1,56598.148,3203350357,153.4169694,2.185873399,52.07,2711.2849,24.552,0,0,0,1
PAN,1969,5.279,4.26,1,1,1476.481,2179996.143,827.1733263,2.917596521,65.063,4233.193969,47.038,0,1,0,0
PER,1969,6.418,5.44,1,1,13092.846,171422616.4,490.4136037,2.690562509,53.42,2853.6964,56.309,0,1,1,1
PHL,1969,6.376,5.506,1,1,34786.309,1210087294,275.1599962,2.439585295,63.097,3981.231409,32.672,0,0,0,0
PNG,1969,6.187,5.9,1,1,2718.805,7391900.628,202.7498539,2.30696055,45.173,2040.599929,8.649,0,0,1,1
PRI,1969,3.248,2.769,1,1,2684.15,7204661.223,1661.866885,3.220596234,71.20260976,5069.811636,57.077,0,1,1,1
PRT,1969,3.12,2.69,1,1,8757.705,76697396.87,795.7593714,2.900781762,66.81270732,4463.937859,38.414,0,0,1,0
PRY,1969,5.894,5.189,1,1,2413.396,5824480.253,230.5024334,2.362675515,65.241,4256.388081,36.9,0,1,0,0
RWA,1969,8.217,8.429,1,1,3643.237,13273175.84,51.7946093,1.714284561,44.609,1989.962881,3.129,0,1,1,1
SAU,1969,7.273,7.299,1,1,5599.909,31358980.81,801.0447392,2.903656773,51.692,2672.062864,46.655,0,0,0,1
SDN,1969,6.878,6.919,1,1,9954.411,99090298.36,160.3841481,2.205161442,51.86,2689.4596,15.848,0,0,0,1
SEN,1969,7.259,7.268,1,1,4133.324,17084367.29,301.2671658,2.478951802,38.816,1506.681856,29.247,0,1,1,1
SGP,1969,3.22,1.82,0,1,2042.5,4171806.25,812.6827969,2.909921067,67.95107317,4617.348345,100,0,1,0,1
SLB,1969,6.781,7.096,1,1,154.83,23972.3289,184.760133,2.266608266,55.396,3068.716816,8.67,0,0,1,1
SLE,1969,6.465,6.644,1,1,2693.344,7254101.902,151.7407964,2.181102359,35.59,1266.6481,23.218,0,1,1,0
SLV,1969,6.255,5.493,1,1,3576.834,12793741.46,293.3879515,2.467442275,54.628,2984.218384,39.337,0,1,0,1
SOM,1969,7.209,7.004,1,1,3386.736,11469980.73,90.45797623,1.956446867,40.57,1645.9249,22.115,0,1,0,1
SUR,1969,5.79,4.332,1,1,363.574,132186.0535,714.1599784,2.853795509,62.609,3919.886881,46.18,0,1,1,0
SWE,1969,1.93,1.64,0,1,7968.072,63490171.4,4234.161348,3.626767403,74.08487805,5488.569156,80.287,0,1,1,1
SWZ,1969,6.867,6.783,1,1,418.739,175342.3501,251.750832,2.400970915,47.508,2257.010064,9.001,0,1,0,0
SYR,1969,7.574,7.359,1,1,6139.054,37687984.01,292.6504492,2.466349195,58.03,3367.4809,42.671,0,1,0,1
TCD,1969,6.477,6.857,1,1,3568.402,12733492.83,132.16998,2.121132824,40.878,1671.010884,10.862,0,1,1,1
TGO,1969,7.029,7.288,1,1,2034.902,4140826.15,131.5701918,2.119157508,45.955,2111.862025,20.098,0,1,1,0
THA,1969,5.764,4.03,1,1,35827.089,1283580306,186.8791675,2.271560891,58.904,3469.681216,20.668,0,1,0,1
TTO,1969,3.658,3.273,1,1,937.184,878313.8499,831.426913,2.919824078,64.565,4168.639225,42.115,0,0,0,1
TUN,1969,6.802,5.733,1,1,4953.379,24535963.52,260.4090585,2.415656087,50.001,2500.100001,42.662,0,1,1,1
TUR,1969,5.7,4.785,1,1,34055.391,1159769656,571.6177702,2.757105721,51.678,2670.615684,37.401,0,1,1,1
UGA,1969,7.118,7.099,1,1,9127.855,83317736.9,128.074736,2.107463469,49.005,2401.490025,6.562,0,0,0,1
URY,1969,2.869,2.907,1,1,2795.037,7812231.831,717.140948,2.855604521,68.588,4704.313744,82.164,0,1,1,1
USA,1969,2.456,1.79,0,1,202677,41077966329,5032.144743,3.701753124,70.50731707,4971.281761,73.333,0,1,1,1
VCT,1969,6.185,4.54,1,1,89.565,8021.889225,185.8985095,2.269275908,63.36,4014.4896,30.187,0,0,0,1
VEN,1969,5.469,4.494,1,1,11048.256,122063960.6,930.9262123,2.968915259,64.427,4150.838329,70.92,0,1,0,1
ZAF,1969,5.728,5.116,1,1,21496.075,462081240.4,780.6259187,2.892442967,52.106,2715.035236,47.704,0,1,1,0
ZMB,1969,7.349,7.276,1,1,4045.74,16368012.15,485.872618,2.686522425,49.7,2470.09,29.37,0,0,0,1
ZWE,1969,7.415,7.308,1,1,5111.326,26125653.48,341.985387,2.534007549,56.656,3209.902336,16.88,0,1,0,0
AFG,1970,7.45,7.449,1,1,11173.654,124850543.7,156.5187713,2.19456643,37.409,1399.433281,11.643,0,0,0,1
ARG,1970,3.079,3.359,1,1,23880.564,570281337,1322.590638,3.121425444,66.483,4419.989289,78.88,0,1,0,0
AUS,1970,2.859,1.949,0,1,12507,156425049,3305.126394,3.519188072,71.01853659,5043.632539,83.999,0,0,1,1
AUT,1970,2.29,1.6,0,1,7467.086,55757373.33,2058.769051,3.313607631,69.91463415,4888.056068,65.258,0,1,1,1
BDI,1970,7.249,7.388,1,1,3479.07,12103928.06,69.76938418,1.84366489,43.841,1922.033281,2.845,0,1,0,1
BEL,1970,2.25,1.69,0,1,9655.549,93229626.49,2765.890997,3.441835061,70.97195122,5037.01786,93.843,0,1,1,0
BEN,1970,6.748,7.004,1,1,2912.338,8481712.626,114.5566751,2.0590204,42.152,1776.791104,16.691,0,0,1,1
BFA,1970,6.623,7.041,1,1,5624.592,31636035.17,81.5000146,1.911157687,39.095,1528.419025,5.746,0,1,1,1
BGD,1970,6.947,6.59,1,1,64232.486,4125812258,140.0027053,2.146136428,46.942,2203.551364,7.593,0,0,0,1
BHS,1970,3.536,3.008,1,1,169.376,28688.22938,3178.86332,3.502271855,65.87,4338.8569,66.764,0,1,0,1
BLZ,1970,6.299,6.109,1,1,122.184,14928.92986,435.6833377,2.639170951,65.566,4298.900356,50.963,0,0,1,1
BOL,1970,6.004,5.61,1,1,4484.004,20106291.87,226.8069714,2.355656399,45.568,2076.442624,39.776,0,1,1,0
BRA,1970,4.972,4.195,1,1,95113.265,9046533179,445.0237808,2.648383219,58.911,3470.505921,55.909,0,1,0,0
BRN,1970,5.719,4.389,1,1,129.53,16778.0209,1382.537631,3.140676961,62.582,3916.506724,61.675,0,1,0,1
BWA,1970,6.645,6.345,1,1,627.714,394024.8658,153.3263787,2.185616878,53.824,2897.022976,7.834,0,0,1,0
CAF,1970,5.958,5.902,1,1,1811.157,3280289.679,104.4120165,2.018750483,42.223,1782.781729,27.492,0,1,1,1
CAN,1970,2.258,1.768,0,1,21324,454712976,4121.932814,3.615100909,72.7004878,5285.360927,75.654,0,1,1,1
CHL,1970,3.778,2.892,1,1,9783.134,95709710.86,932.8615692,2.969817202,62.254,3875.560516,75.227,0,1,1,0
CHN,1970,5.725,2.943,1,1,818315,6.69639E+11,113.1629916,2.05370442,59.085,3491.037225,17.4,0,1,1,1
CIV,1970,7.936,7.763,1,1,5102.07,26031118.28,285.2730343,2.455260722,44.123,1946.839129,28.163,0,0,1,1
CMR,1970,6.203,6.538,1,1,6519.754,42507192.22,176.5737092,2.24692604,46.523,2164.389529,20.3,0,0,1,1
COD,1970,6.215,6.476,1,1,20011.033,400441441.7,243.7497809,2.386944234,43.915,1928.527225,24.608,0,1,1,0
COG,1970,6.267,6.211,1,1,1326.894,1760647.687,207.2213002,2.316434394,50.725,2573.025625,39.129,0,0,1,1
COL,1970,5.276,4.074,1,1,21480.064,461393149.4,335.1182036,2.525198019,62.152,3862.871104,56.635,0,1,0,1
CRI,1970,4.595,3.652,1,1,1847.394,3412864.591,533.0915649,2.726801811,65.844,4335.432336,38.827,0,1,0,1
DEU,1970,2.03,1.38,0,1,78169.289,6110437743,2761.166833,3.441092648,70.63978049,4989.978587,72.274,0,1,1,1
DNK,1970,1.95,1.67,0,1,4928.757,24292645.57,3464.455156,3.539634944,73.34341463,5379.25647,79.737,0,1,1,1
DOM,1970,6.182,4.68,1,1,4499.722,20247498.08,330.1315059,2.518686973,58.093,3374.796649,40.274,0,1,0,0
DZA,1970,7.643,7.105,1,1,14464.992,209235993.6,336.2246929,2.526629606,50.372,2537.338384,39.5,0,0,0,1
ECU,1970,6.138,4.989,1,1,6069.375,36837312.89,471.6307972,2.673602157,58.203,3387.589209,39.278,0,1,0,0
EGY,1970,6.233,5.69,1,1,34513.851,1191205911,233.0137095,2.367381474,52.146,2719.205316,41.477,0,0,0,1
ESP,1970,2.84,2.54,1,1,33814.531,1143422507,1212.289326,3.083606281,72.02731707,5187.934405,66.038,0,0,0,0
FIN,1970,1.83,1.64,0,1,4606.307,21218064.18,2465.644819,3.391930516,70.1795122,4925.163932,63.704,0,1,1,1
FJI,1970,4.543,3.968,1,1,520.561,270983.7547,422.3875438,2.625711102,62.492,3905.250064,34.758,0,0,1,1
FRA,1970,2.55,1.89,0,1,51957.747,2699607473,2857.251682,3.455948497,71.65853659,5134.945866,71.055,0,1,1,1
GAB,1970,5.081,5.6,1,1,589.317,347294.5265,549.4538177,2.739931195,47.125,2220.765625,32,0,0,1,1
GBR,1970,2.44,1.75,0,1,55663.25,3098397401,2347.544318,3.3706138,71.97317073,5180.137305,77.117,0,0,0,1
GHA,1970,6.95,6.665,1,1,8735.493,76308837.95,253.5666219,2.404092085,49.34,2434.4356,28.958,0,1,1,1
GMB,1970,6.185,6.385,1,1,464.404,215671.0752,112.610651,2.051579469,37.868,1433.985424,19.496,0,1,0,1
GNB,1970,6.041,6.32,1,1,704.937,496936.174,111.6888386,2.048009775,40.649,1652.341201,15.132,0,1,1,0
GNQ,1970,5.808,5.804,1,1,303.986,92407.4882,218.2055377,2.338865768,39.848,1587.863104,26.954,0,1,0,0
GRC,1970,2.4,2.28,1,1,8792.806,77313437.35,1494.387984,3.174463367,70.90363415,5027.325335,64.22,0,1,1,1
GTM,1970,6.642,6.443,1,1,5455.197,29759174.31,349.0249756,2.542856505,52.501,2756.355001,35.545,0,1,0,1
GUY,1970,5.38,4.031,1,1,704.93,496926.3049,379.8958762,2.579664579,61.789,3817.880521,29.425,0,0,0,1
HKG,1970,3.284,2.272,1,1,3959,15673681,960.0319615,2.982285692,71.3865122,5096.034123,87.729,0,1,1,1
HND,1970,7.27,6.543,1,1,2716.652,7380198.089,266.1364061,2.425104288,52.522,2758.560484,28.902,0,1,0,1
HTI,1970,5.762,5.872,1,1,4676.237,21867192.48,70.82617925,1.850193814,46.027,2118.484729,19.762,0,0,0,0
IDN,1970,5.474,4.682,1,1,114793.179,13177473945,79.7145354,1.901537519,52.553,2761.817809,17.071,0,1,0,0
IND,1970,5.587,4.956,1,1,555189.797,3.08236E+11,112.4344925,2.050899564,47.737,2278.821169,19.76,0,1,1,1
IRL,1970,3.85,3.21,1,1,2957.25,8745327.563,1486.514527,3.172169158,71.03143902,5045.46533,51.276,0,1,0,1
IRN,1970,6.44,6.354,1,1,28513.872,813040896.4,384.9440425,2.585397603,50.855,2586.231025,41.212,0,0,0,1
IRQ,1970,7.362,6.748,1,1,9917.978,98366287.61,330.8853685,2.519677563,58.201,3387.356401,56.154,0,0,0,1
ISL,1970,2.81,2.35,1,1,204.438,41794.89584,2576.353444,3.411005443,73.93390244,5466.22193,84.9,0,1,1,1
ITA,1970,2.38,1.84,0,1,53821.85,2896791537,2106.863959,3.323636494,71.55878049,5120.659065,64.272,0,1,0,1
JAM,1970,5.477,3.965,1,1,1875.637,3518014.156,748.9594581,2.87445831,67.917,4612.718889,41.324,0,1,0,1
JOR,1970,7.926,7.391,1,1,1721.315,2962925.329,371.5744949,2.570045896,60.171,3620.549241,55.971,0,0,0,1
JPN,1970,2.135,1.79,0,1,103403,10692180409,2056.122046,3.31304889,71.9502439,5176.837598,71.877,0,1,1,1
KEN,1970,8.081,7.618,1,1,11301.394,127721506.3,141.8804934,2.15192269,52.557,2762.238249,10.295,0,1,1,0
KHM,1970,6.465,5.603,1,1,6996.576,48952075.72,102.6789615,2.011481468,41.566,1727.732356,15.97,0,1,1,1
KIR,1970,5.457,5.058,1,1,51.142,2615.504164,279.5213239,2.446414945,52.323,2737.696329,24.088,0,1,1,1
KOR,1970,4.53,2.64,1,1,32240.827,1039470926,279.3049689,2.446078662,62.16341463,3864.290119,40.704,0,1,1,1
KWT,1970,7.169,5.599,1,1,744.444,554196.8691,3860.579007,3.586652445,65.715,4318.461225,85.661,0,0,0,1
LKA,1970,4.342,3.562,1,1,12485.736,155893603.5,183.9275304,2.26464674,64.097,4108.425409,17.598,0,1,1,1
LSO,1970,5.808,5.671,1,1,1028.93,1058696.945,66.80592968,1.824815012,50.584,2558.741056,8.608,0,1,1,0
LUX,1970,1.97,1.48,0,1,339.171,115036.9672,4298.033897,3.633269836,69.98346341,4897.685152,74.374,0,1,1,0
MAR,1970,6.646,5.877,1,1,16004.732,256151446.4,246.0156622,2.390962757,52.572,2763.815184,34.477,0,0,0,1
MDG,1970,7.27,6.898,1,1,6576.305,43247787.45,169.0705601,2.228067991,44.771,2004.442441,14.1,0,0,1,1
MEX,1970,6.611,5.234,1,1,51493.565,2651587236,689.7949287,2.838719997,61.362,3765.295044,59.021,0,1,0,1
MLI,1970,7.133,7.152,1,1,5949.042,35391100.72,60.4756805,1.781580764,32.388,1048.982544,14.33,0,0,1,1
MLT,1970,2.03,2.05,0,1,302.65,91597.0225,828.4216803,2.918251456,71.30529268,5084.444765,89.699,0,1,0,0
MMR,1970,5.964,5.117,1,1,27269.063,743601796.9,21.23258283,1.327002827,48.796,2381.049616,22.83,0,0,1,1
MRT,1970,6.784,6.548,1,1,1146.776,1315095.194,269.8044919,2.431049176,50.404,2540.563216,14.564,0,1,0,1
MWI,1970,7.303,7.618,1,1,4703.783,22125574.51,61.76552389,1.790746129,39.756,1580.539536,6.053,0,0,1,1
MYS,1970,5.014,4.179,1,1,10804.131,116729246.7,357.6567994,2.553466486,64.595,4172.514025,33.454,0,1,0,1
NER,1970,7.567,7.775,1,1,4510.645,20345918.32,144.0850939,2.158619054,35.883,1287.589689,8.794,0,1,0,1
NGA,1970,6.471,6.772,1,1,55982.142,3134000223,224.1044847,2.350450547,40.971,1678.622841,17.76,0,0,1,1
NIC,1970,6.862,6.325,1,1,2406.523,5791352.95,322.7002946,2.508799362,53.519,2864.283361,47.03,0,1,0,1
NLD,1970,2.57,1.58,0,1,13038.526,170003160.3,2927.072939,3.466433545,73.58560976,5414.841963,61.663,0,1,1,1
NOR,1970,2.5,1.77,0,1,3875.763,15021538.83,3306.219476,3.51933168,74.08804878,5489.038972,65.396,0,1,1,1
NPL,1970,5.918,5.783,1,1,12074.628,145796641.3,71.71859114,1.85563175,40.881,1671.256161,3.956,0,1,0,1
OMN,1970,7.311,8.137,1,1,723.842,523947.241,354.0821008,2.549103973,50.31,2531.0961,29.665,0,0,0,1
PAK,1970,6.601,6.583,1,1,58142.062,3380499374,172.4656661,2.23670265,52.649,2771.917201,24.817,0,0,0,1
PAN,1970,5.173,4.128,1,1,1519.286,2308229.95,889.2377077,2.94901787,65.532,4294.443024,47.64,0,1,0,0
PER,1970,6.316,5.305,1,1,13459.789,181165919.9,552.1797687,2.74208049,54.174,2934.822276,57.406,0,1,1,1
PHL,1970,6.264,5.399,1,1,35803.591,1281897128,211.1290884,2.324548073,63.155,3988.554025,32.979,0,0,0,0
PNG,1970,6.163,5.839,1,1,2783.132,7745823.729,231.9462843,2.36538742,45.916,2108.279056,9.796,0,0,1,1
PRI,1970,3.146,2.718,1,1,2718,7387524,1852.354673,3.267724145,71.53553659,5117.332995,58.328,0,1,1,1
PRT,1970,3.01,2.45,1,1,8680.431,75349882.35,934.0821561,2.970385076,67.07317073,4498.810232,38.804,0,0,1,0
PRY,1970,5.739,5.186,1,1,2474.757,6124422.209,240.2705038,2.380700459,65.368,4272.975424,37.065,0,1,0,0
QAT,1970,6.91,6.07,1,1,109.521,11994.84944,2755.556485,3.440209318,68.156,4645.240336,88.354,0,0,0,1
RWA,1970,8.231,8.451,1,1,3757.351,14117686.54,58.52527645,1.767343474,44.696,1997.732416,3.194,0,1,1,1
SAU,1970,7.28,7.281,1,1,5836.388,34063424.89,921.3350532,2.964417595,52.703,2777.606209,48.669,0,0,0,1
SDN,1970,6.888,6.892,1,1,10281.695,105713252.1,176.9540281,2.247860453,52.234,2728.390756,16.523,0,0,0,1
SEN,1970,7.262,7.279,1,1,4257.508,18126374.37,304.7340906,2.483921041,39.227,1538.757529,30,0,1,1,1
SGP,1970,3.07,1.79,0,1,2074.507,4303579.293,925.8039129,2.966519012,68.27941463,4662.078463,100,0,1,0,1
SLE,1970,6.496,6.66,1,1,2744.89,7534421.112,158.2614873,2.199375243,36.098,1303.065604,23.969,0,1,1,0
SLV,1970,6.172,5.369,1,1,3673.066,13491413.84,308.4398701,2.489170512,54.998,3024.780004,39.439,0,1,0,1
SOM,1970,7.182,7,1,1,3444.569,11865055.6,93.6546805,1.971529487,40.957,1677.475849,22.678,0,1,0,1
SUR,1970,5.653,4.161,1,1,367.926,135369.5415,747.1611139,2.873414261,62.911,3957.793921,45.948,0,1,1,0
SWE,1970,1.92,1.6,0,1,8042.801,64686647.93,4736.217154,3.675431606,74.64926829,5572.513257,81.034,0,1,1,1
SWZ,1970,6.871,6.769,1,1,431.251,185977.425,260.0289791,2.415021751,48.128,2316.304384,9.705,0,1,0,0
SYR,1970,7.572,7.285,1,1,6350.544,40329409.1,280.307437,2.44763462,58.814,3459.086596,43.345,0,1,0,1
TCD,1970,6.528,6.892,1,1,3643.608,13275879.26,128.7917736,2.109888124,41.344,1709.326336,11.568,0,1,1,1
TGO,1970,7.084,7.277,1,1,2115.522,4475433.332,120.0538809,2.079376204,46.568,2168.578624,21.28,0,1,1,0
THA,1970,5.595,3.808,1,1,36884.525,1360468184,192.127686,2.283589952,59.385,3526.578225,20.889,0,1,0,1
TTO,1970,3.554,3.271,1,1,945.357,893699.8574,869.354117,2.939196715,64.7,4186.09,43.035,0,0,0,1
TUN,1970,6.705,5.572,1,1,5063.805,25642121.08,284.220679,2.453655673,51.145,2615.811025,43.482,0,1,1,1
TUR,1970,5.619,4.654,1,1,34876.296,1216356023,489.9303677,2.690134359,52.286,2733.825796,38.234,0,1,1,1
UGA,1970,7.115,7.099,1,1,9405.606,88465424.23,133.9715946,2.127012726,49.251,2425.661001,6.664,0,0,0,1
URY,1970,2.902,2.852,1,1,2809.799,7894970.42,760.5870648,2.881148935,68.616,4708.155456,82.368,0,1,1,1
USA,1970,2.48,1.76,0,1,205052,42046322704,5234.296666,3.718858334,70.80731707,5013.676151,73.602,0,1,1,1
VCT,1970,6.014,4.339,1,1,90.501,8190.431001,203.8651507,2.309342992,63.691,4056.543481,30.683,0,0,0,1
VEN,1970,5.321,4.397,1,1,11396.396,129877841.8,1014.453263,3.006232043,64.935,4216.554225,71.852,0,1,0,1
ZAF,1970,5.669,5.06,1,1,22069.783,487075321.7,834.5525029,2.921453664,52.62,2768.8644,47.809,0,1,1,0
ZMB,1970,7.367,7.219,1,1,4179.062,17464559.2,436.7692354,2.64025204,50.114,2511.412996,30.351,0,0,0,1
ZWE,1970,7.419,7.195,1,1,5289.312,27976821.43,356.2289954,2.551729266,56.913,3239.089569,17.362,0,1,0,0
AFG,1971,7.45,7.449,1,1,11475.45,131685952.7,159.567509,2.202944465,37.93,1438.6849,12.021,0,0,0,1
ARG,1971,3.109,3.339,1,1,24259.564,588526445.5,1372.374174,3.137472537,66.774,4458.767076,79.321,0,1,0,0
AUS,1971,2.961,1.907,0,1,12937,167365969,3495.579294,3.543519158,71.06829268,5050.702225,84.16,0,0,1,1
AUT,1971,2.2,1.6,0,1,7500.482,56257230.23,2380.978458,3.376755466,70.11463415,4916.061921,65.301,0,1,1,1
BDI,1971,7.258,7.394,1,1,3530,12460900,71.62670983,1.855075002,44.021,1937.848441,2.97,0,1,0,1
BEL,1971,2.21,1.69,0,1,9673.162,93570063.08,3082.927989,3.488963381,71.0604878,5049.592927,93.976,0,1,1,0
BEN,1971,6.786,7.018,1,1,2976.575,8859998.731,112.5699756,2.051422572,42.684,1821.923856,17.647,0,0,1,1
BFA,1971,6.657,7.09,1,1,5723.378,32757055.73,84.28782858,1.925764866,39.542,1563.569764,5.861,0,1,1,1
BGD,1971,6.942,6.483,1,1,65531.635,4294395186,133.5514189,2.125648507,46.589,2170.534921,7.901,0,0,0,1
BHS,1971,3.508,2.987,1,1,173.894,30239.12324,3297.411067,3.518173091,66.031,4360.092961,67.429,0,1,0,1
BLZ,1971,6.288,5.992,1,1,124.795,15573.79203,474.4366126,2.676178196,66.047,4362.206209,50.805,0,0,1,1
BOL,1971,5.964,5.542,1,1,4581.752,20992451.39,239.1274987,2.378629521,45.999,2115.908001,40.082,0,1,1,0
BRA,1971,4.836,4.12,1,1,97482.928,9502921251,501.3168142,2.700112271,59.332,3520.286224,56.894,0,1,0,0
BRN,1971,5.619,4.216,1,1,135.672,18406.89158,1455.887576,3.16312784,63.134,3985.901956,63.412,0,1,0,1
BWA,1971,6.615,6.288,1,1,646.35,417768.3225,197.1942216,2.294894185,54.327,2951.422929,8.998,0,0,1,0
CAF,1971,5.956,5.898,1,1,1840.517,3387502.827,109.4533592,2.039229095,43.036,1852.097296,28.356,0,1,1,1
CAN,1971,2.141,1.754,0,1,21962.032,482330849.6,4520.162878,3.655154084,73.02926829,5333.274027,76.09,0,1,1,1
CHL,1971,3.654,2.812,1,1,9942.716,98857601.46,1094.682253,3.039288077,62.895,3955.781025,75.883,0,1,1,0
CHN,1971,5.403,2.745,1,1,841105,7.07458E+11,118.6545778,2.074284498,60.303,3636.451809,17.292,0,1,1,1
CIV,1971,7.941,7.682,1,1,5328.735,28395416.7,297.2803606,2.473166219,44.979,2023.110441,28.934,0,0,1,1
CMR,1971,6.246,6.583,1,1,6689.659,44751537.54,184.9034758,2.266945075,47.053,2213.984809,21.584,0,0,1,1
COD,1971,6.244,6.506,1,1,20564.062,422880645.9,272.0654295,2.434673361,44.247,1957.797009,24.847,0,1,1,0
COG,1971,6.289,6.142,1,1,1365.891,1865658.224,235.8372808,2.372612459,51.126,2613.867876,39.919,0,0,1,1
COL,1971,5.057,3.967,1,1,22003.983,484175267.9,355.4075174,2.55072661,62.629,3922.391641,57.39,0,1,0,1
CRI,1971,4.369,3.615,1,1,1896.074,3595096.613,568.0964468,2.754422073,66.378,4406.038884,39.445,0,1,0,1
DEU,1971,1.92,1.38,0,1,78312.842,6132901222,3192.133616,3.504081062,70.74287805,5004.554795,72.332,0,1,1,1
DNK,1971,2.04,1.6,0,1,4963.126,24632619.69,3845.506089,3.584953503,73.41463415,5389.708507,80.239,0,1,1,1
DOM,1971,5.984,4.526,1,1,4627.202,21410998.35,360.1528526,2.556486859,58.671,3442.286241,41.351,0,1,0,0
DZA,1971,7.624,6.957,1,1,14872.253,221183909.3,341.3889185,2.53324942,50.773,2577.897529,39.665,0,0,0,1
ECU,1971,6.011,4.855,1,1,6247.421,39030269.15,440.8571574,2.644297896,58.718,3447.803524,39.813,0,1,0,1
EGY,1971,6.144,5.65,1,1,35311.905,1246930635,243.8068223,2.387045854,52.479,2754.045441,41.838,0,0,0,1
ESP,1971,2.9,2.37,1,1,34224.49,1171315716,1362.165524,3.134229884,71.6302439,5130.891842,66.848,0,0,0,0
