Country Code,Year,Fertility Value,Future Fertility,Replacement Reached,Low Surpassed,Population/1000,(Population/1000)^2,pcap GDP,logpercapGDP,Life Expectancy at Birth,Life Exp Sq,% Urban pop,Paid Parental Leave,FemTravel,FemDiv,FemBankAccnt
MMR,1996,2.998,2.713,1,1,44452.203,1975998352,129.5689382,2.1125009,58.78,3455.0884,26.303,0,0,1,1
MNG,1996,2.57,2.121,1,1,2316.571,5366501.198,580.9100918,2.764108921,61.447,3775.733809,56.76,0,1,1,1
MOZ,1996,5.921,5.733,1,1,15960.445,254735804.6,241.6473879,2.383182105,47.47,2253.4009,28.013,0,1,1,0
MRT,1996,5.572,5.23,1,1,2372.9,5630654.41,898.5131619,2.953524443,60.493,3659.403049,38.582,0,1,0,1
MUS,1996,2.12,1.92,0,1,1133.996,1285946.928,3899.435192,3.591001707,70.32292683,4945.314038,43.161,0,1,1,1
MWI,1996,6.253,5.963,1,1,10022.783,100456179.1,227.5849064,2.357143456,45.677,2086.388329,13.629,0,0,1,1
MYS,1996,3.238,2.355,1,1,21017.619,441740308.4,4798.61177,3.681115615,71.972,5179.968784,56.969,0,1,0,1
NAM,1996,4.44,3.565,1,1,1663.378,2766826.371,2398.257439,3.3798958,57.179,3269.438041,30.316,0,0,1,1
NER,1996,7.716,7.63,1,1,9826.6,96562067.56,244.813779,2.388835858,47.307,2237.952249,15.855,0,1,0,1
NGA,1996,6.224,6.011,1,1,110668.784,12247579752,461.5196196,2.664190168,45.88,2104.9744,32.725,0,0,1,1
NIC,1996,3.62,2.816,1,1,4741.571,22482495.55,908.6338479,2.958388911,67.798,4596.568804,54.587,0,1,1,1
NLD,1996,1.53,1.72,0,1,15530.498,241196368.1,29006.80945,4.462499962,77.43560976,5996.273658,73.64,0,1,1,1
NOR,1996,1.89,1.83,0,1,4381.336,19196105.14,37321.9742,4.571964608,78.1504878,6107.498744,74.062,1,1,1,1
NPL,1996,4.606,3.263,1,1,22090.352,487983651.5,204.6857552,2.31108762,59.383,3526.340689,11.35,0,1,0,1
NZL,1996,1.96,1.98,0,1,3732,13927824,18794.43604,4.274029298,76.78780488,5896.366978,85.7,0,1,1,1
OMN,1996,4.981,3.029,1,1,2236.652,5002612.169,6830.639424,3.83446136,70.25,4935.0625,71.649,0,0,0,1
PAK,1996,5.571,4.528,1,1,127349.293,16217842428,497.2161314,2.69654521,61.773,3815.903529,32.092,0,0,0,0
PAN,1996,2.83,2.663,1,1,2796.291,7819243.357,3529.852222,3.547756524,74.3,5520.49,58.978,0,1,1,1
PER,1996,3.203,2.706,1,1,24753.825,612751852.1,2232.075816,3.348708942,69.378,4813.306884,71.377,0,1,1,1
PHL,1996,3.961,3.579,1,1,71401.743,5098208903,1325.571064,3.122403015,68.431,4682.801761,46.475,0,0,0,1
PNG,1996,4.653,4.315,1,1,5314.258,28241338.09,970.0904769,2.986812241,58.344,3404.022336,13.901,0,0,1,1
POL,1996,1.59,1.23,0,0,38624.37,1491841958,4147.465501,3.617782782,72.24634146,5219.533855,61.538,0,1,1,1
PRI,1996,1.94,1.7822,0,1,3724.655,13873054.87,12173.16369,4.085403462,74.36146341,5529.627241,93.876,0,1,1,1
PRT,1996,1.44,1.4,0,1,10063.945,101282989,12185.0914,4.085828791,75.26097561,5664.21445,51.77,0,1,1,1
PRY,1996,4.014,3.119,1,1,4887.638,23889005.22,2002.68346,3.301612311,69.69,4856.6961,52.774,0,1,1,1
PSE,1996,6.085,4.867,1,1,2587.997,6697728.472,1317.466751,3.119739664,70.041,4905.741681,70.705,0,1,0,1
QAT,1996,3.532,2.713,1,1,522.531,273038.646,17337.42187,4.238984517,76.909,5914.994281,95.356,0,0,0,1
ROU,1996,1.3,1.33,0,1,22619.004,511619342,1633.010644,3.212989015,69.10487805,4775.48417,53.616,0,1,1,1
RUS,1996,1.27,1.344,0,1,148160.129,21951423825,2643.929196,3.422249821,65.85414634,4336.76859,73.367,1,1,1,1
RWA,1996,6.046,5.239,1,1,6013.112,36157515.92,229.8867674,2.361513973,35.38,1251.7444,11.374,0,1,1,1
SAU,1996,4.754,3.505,1,1,19033.843,362287179.3,8335.804742,3.920947533,71.445,5104.388025,78.91,0,0,0,1
SDN,1996,5.758,5.204,1,1,24782.384,614166556.7,300.5649303,2.477938306,57.032,3252.649024,32.284,0,0,0,1
SEN,1996,5.843,5.185,1,1,8912.872,79439287.29,735.9819092,2.866867139,57.342,3288.104964,39.749,0,1,1,1
SGP,1996,1.66,1.26,0,0,3670.704,13474067.86,26233.6289,4.418858371,76.59512195,5866.812707,100,0,1,0,1
SLB,1996,5.077,4.513,1,1,369.517,136542.8133,1381.8009,3.140445471,65.903,4343.205409,14.869,0,0,1,1
SLE,1996,6.564,5.969,1,1,4312.66,18599036.28,218.3668902,2.339186789,37.194,1383.393636,34.667,0,1,1,0
SLV,1996,3.482,2.604,1,1,5689.943,32375451.34,1684.784505,3.22654436,67.651,4576.657801,55.268,0,1,1,1
SUR,1996,3.03,2.781,1,1,448.207,200889.5148,1921.905439,3.283732016,67.753,4590.469009,66.15,0,1,1,0
SVK,1996,1.47,1.25,0,0,5373.361,28873008.44,5196.94038,3.715747735,72.65365854,5278.554099,56.476,1,1,1,1
SVN,1996,1.28,1.25,0,0,1988.628,3954641.322,10815.11105,4.034030983,74.45853659,5544.07367,50.649,0,1,1,1
SWE,1996,1.6,1.75,0,1,8840.998,78163245.64,32998.96816,4.51850036,78.95902439,6234.527533,83.914,1,1,1,1
SWZ,1996,4.311,3.704,1,1,945.506,893981.596,1695.134775,3.229204233,55.606,3092.027236,22.722,0,1,0,0
SYR,1996,4.402,3.857,1,1,14754.148,217684883.2,4171.456097,3.620287677,72.205,5213.562025,50.473,0,1,0,1
TCD,1996,7.426,7.147,1,1,7250.974,52576623.95,221.6730401,2.345712877,47.498,2256.060004,21.506,0,1,1,1
TGO,1996,5.628,5.231,1,1,4348.808,18912131.02,336.9770039,2.527600265,54.36,2955.0096,31.139,0,1,1,1
THA,1996,1.823,1.58,0,1,60130.19,3615639749,3043.980314,3.483441839,70.215,4930.146225,30.449,0,1,0,1
TJK,1996,4.456,3.652,1,1,5851.354,34238343.63,178.3612515,2.251300511,59.003,3481.354009,28.338,0,1,1,1
TON,1996,4.391,4.177,1,1,96.267,9267.335289,2307.130962,3.363072248,69.41,4817.7481,22.897,0,1,1,1
TTO,1996,1.896,1.758,0,1,1257.547,1581424.457,4579.978105,3.660863402,68.713,4721.476369,55.224,0,0,0,1
TUN,1996,2.485,1.997,0,1,9267.335,85883498,2113.587432,3.325020218,71.921,5172.630241,61.87,0,1,1,1
TUR,1996,2.705,2.31,1,1,59423.278,3531125968,3053.947231,3.484861529,67.57,4565.7049,62.653,0,1,1,1
TZA,1996,5.828,5.651,1,1,30444.523,926868980.7,219.5502111,2.341533859,49.329,2433.350241,20.888,0,1,1,1
UGA,1996,6.994,6.662,1,1,21032.817,442379391,287.3882907,2.458469069,43.899,1927.122201,13.216,0,0,0,1
UKR,1996,1.335,1.218,0,0,51057.8,2606898941,872.6987057,2.940864332,67.02243902,4492.007333,66.99,1,1,1,1
URY,1996,2.364,2.126,1,1,3247.383,10545496.35,6317.561877,3.800549504,73.854,5454.413316,90.835,0,1,1,1
USA,1996,1.976,2.0515,0,1,269394,72573127236,29967.71272,4.476653597,76.02682927,5780.078769,77.636,0,1,1,1
UZB,1996,3.32,2.46,1,1,23225,539400625,600.5981578,2.778583996,66.494,4421.452036,44.208,1,1,1,1
VCT,1996,2.641,2.196,1,1,107.983,11660.32829,3069.824777,3.487113587,70.736,5003.581696,43.741,0,0,1,1
VEN,1996,3.022,2.664,1,1,22385.65,501117325.9,3151.269278,3.498485516,71.451,5105.245401,86.336,0,1,1,1
VNM,1996,2.529,1.894,0,1,76068.739,5786453053,324.1472239,2.510742307,72.168,5208.220224,22.563,0,1,1,1
VUT,1996,4.662,4.34,1,1,171.721,29488.10184,1522.062208,3.182432403,66.414,4410.819396,20.464,0,1,1,1
WSM,1996,4.692,4.456,1,1,171.165,29297.45723,1460.047151,3.164366881,67.491,4555.035081,21.616,0,0,1,1
YEM,1996,7.251,5.601,1,1,15469.274,239298438.1,374.0114314,2.572884876,59.096,3492.337216,24.249,0,0,0,1
ZAF,1996,3.023,2.603,1,1,42241.007,1784302672,3864.415112,3.587083772,60.595,3671.754025,54.967,0,1,1,1
ZMB,1996,6.153,5.859,1,1,9339.74,87230743.27,385.1521522,2.585632329,43.735,1912.750225,36.638,0,0,0,1
ZWE,1996,3.989,3.744,1,1,11541.215,133199643.7,741.0958552,2.869874384,49.009,2401.882081,32.132,0,1,0,1
AGO,1997,6.789,6.461,1,1,14871.572,221163653.8,514.3851744,2.711288443,45.519,2071.979361,46.525,0,1,1,1
ALB,1997,2.422,1.755,0,1,3148.281,9911673.255,717.3800477,2.855749294,72.838,5305.374244,40.035,0,1,1,1
ARE,1997,3.062,2.161,1,1,2671.361,7136169.592,29512.67479,4.470008572,73.657,5425.353649,78.938,0,0,0,1
ARG,1997,2.666,2.416,1,1,35657.438,1271452885,8213.125127,3.914508439,73.029,5333.234841,88.564,0,1,1,1
ARM,1997,1.832,1.675,0,1,3133.081,9816196.553,523.2844107,2.718737797,69.912,4887.687744,65.504,0,1,1,1
ATG,1997,2.187,2.077,0,1,71.707,5141.893849,9491.660766,3.977342208,73.222,5361.461284,33.221,0,1,1,1
AUS,1997,1.778,1.807,0,1,18517,342879289,23509.42347,4.371241979,78.4804878,6159.186966,84.636,0,1,1,1
AUT,1997,1.39,1.41,0,1,7968.041,63489677.38,26705.4786,4.426600366,77.3195122,5978.306966,61.045,1,1,1,1
AZE,1997,2.07,2,0,1,7838.25,61438163.06,505.5003493,2.70372146,65.899,4342.678201,51.588,0,1,1,1
BDI,1997,7.083,6.593,1,1,6122.13,37480475.74,158.9146699,2.20116399,47.226,2230.295076,7.618,0,1,1,1
BEL,1997,1.6,1.76,0,1,10181.245,103657749.8,24820.93805,4.394818191,77.37073171,5986.230125,96.924,0,1,1,1
BEN,1997,6.199,5.632,1,1,6281.644,39459051.34,361.0999824,2.557627467,55.133,3039.647689,37.385,0,0,1,1
BFA,1997,6.754,6.265,1,1,10665.552,113753999.5,229.4929493,2.360769347,49.713,2471.382369,15.875,0,1,1,1
BGD,1997,3.478,2.691,1,1,120160.571,14438562823,401.4986674,2.603684108,63.553,4038.983809,22.438,0,1,0,1
BGR,1997,1.09,1.37,0,1,8312.068,69090474.44,1361.392386,3.133983317,70.35121951,4949.294087,68.231,0,1,1,1
BHR,1997,2.987,2.436,1,1,594.927,353938.1353,10672.23776,4.028255492,73.826,5450.278276,88.382,0,0,0,1
BHS,1997,2.358,1.863,0,1,287.363,82577.49377,22036.10068,4.343134748,71.698,5140.603204,81.396,0,1,0,1
BIH,1997,1.662,1.288,0,0,3736.07,13958219.04,982.8018491,2.992465965,72.976,5325.496576,41.442,0,1,1,1
BLR,1997,1.25,1.252,0,0,10117,102353689,1394.508484,3.144421161,68.46097561,4686.905181,68.687,1,1,1,1
BLZ,1997,3.908,3.077,1,1,221.575,49095.48063,2954.227237,3.470443898,68.858,4741.424164,46.003,0,0,1,1
BOL,1997,4.297,3.621,1,1,7937.453,63003160.13,998.5159532,2.999355008,60.566,3668.240356,60.212,0,1,1,1
BRA,1997,2.483,1.976,0,1,167209.046,27958865064,5282.04947,3.722802464,69.061,4769.421721,79.048,0,1,1,0
BRB,1997,1.74,1.788,0,1,268.183,71922.12149,9315.967566,3.969227968,76.41,5838.4881,34.856,0,0,1,1
BRN,1997,2.578,2.022,0,1,311.962,97320.28944,16660.14763,4.221678845,71.994,5183.136036,69.666,0,1,0,1
BTN,1997,4.095,2.788,1,1,551.713,304387.2344,638.4858666,2.805151288,58.236,3391.431696,22.401,0,1,0,1
BWA,1997,3.546,3.091,1,1,1540.424,2372906.1,3258.982428,3.513082019,52.749,2782.457001,50.677,0,0,1,0
CAF,1997,5.564,5.383,1,1,3392.432,11508594.87,276.4215961,2.44157197,45.353,2056.894609,37.394,0,1,1,1
CAN,1997,1.55,1.5434,0,1,29905.948,894365725.8,21901.56285,4.340475106,78.43170732,6151.532713,78.34,1,1,1,1
CHE,1997,1.48,1.42,0,1,7088.906,50252588.28,41631.43886,4.619421421,79.0795122,6253.569249,73.546,0,1,1,1
CHL,1997,2.238,1.909,0,1,14786.227,218632508.9,5745.371076,3.759318084,75.53,5704.7809,85.172,0,1,1,1
CHN,1997,1.605,1.612,0,1,1230075,1.51308E+12,781.7441643,2.893064648,70.428,4960.103184,32.883,0,1,1,1
CIV,1997,6.084,5.46,1,1,15130.674,228937295.7,1192.779461,3.076560152,50.657,2566.131649,41.964,0,0,1,1
CMR,1997,5.799,5.35,1,1,14344.444,205763073.7,752.1698237,2.876315906,51.009,2601.918081,43.755,0,0,1,1
COD,1997,6.774,6.69,1,1,43827.191,1920822671,138.9790482,2.142949333,49.066,2407.472356,33.742,0,1,1,0
COG,1997,4.9,4.829,1,1,2867.283,8221311.802,810.0766444,2.908526111,52.016,2705.664256,57.299,0,0,1,1
COL,1997,2.742,2.263,1,1,37723.803,1423085313,2827.379527,3.451384109,71.887,5167.740769,72.662,0,1,1,1
COM,1997,5.642,5.042,1,1,501.955,251958.822,726.0523149,2.860967914,59.16,3499.9056,28.213,0,1,0,1
CPV,1997,4.074,2.933,1,1,404.248,163416.4455,1213.632864,3.084087328,67.026,4492.484676,50.637,0,1,1,1
CRI,1997,2.657,2.016,0,1,3718.952,13830603.98,3391.977735,3.530452993,76.948,5920.994704,56.367,0,1,1,1
CYP,1997,1.946,1.52,0,1,891.19,794219.6161,14234.24438,4.153334418,77.598,6021.449604,68.283,0,0,1,1
CZE,1997,1.17,1.29,0,0,10304.131,106175115.7,6034.488437,3.780640459,73.82487805,5450.112619,74.382,1,1,1,1
DEU,1997,1.35,1.34,0,1,82034.771,6729703653,26964.04947,4.430785115,77.07317073,5940.273647,74.342,1,1,1,1
DJI,1997,4.958,3.867,1,1,660.858,436733.2962,760.6407761,2.881179603,57.022,3251.508484,76.393,0,1,0,1
DNK,1997,1.75,1.8,0,1,5284.991,27931129.87,32835.93994,4.516349453,75.94512195,5767.661548,85.033,1,1,1,1
DOM,1997,2.983,2.653,1,1,8084.407,65357636.54,2476.060403,3.393761235,68.677,4716.530329,59.276,0,1,0,1
DZA,1997,2.988,2.496,1,1,29742.98,884644859.3,1619.797749,3.209460791,69.323,4805.678329,57.544,0,0,0,1
ECU,1997,3.288,2.8,1,1,11951.457,142837324.4,2356.369857,3.372243459,71.716,5143.184656,58.785,0,1,0,1
EGY,1997,3.629,3.019,1,1,64892.269,4211006576,1208.71992,3.082325679,67.68,4580.5824,42.658,0,0,0,1
ERI,1997,5.686,4.945,1,1,2195.192,4818867.917,312.724395,2.495161761,53.548,2867.388304,24.088,0,1,1,1
ESP,1997,1.15,1.33,0,1,40057.389,1604594413,14730.79718,4.16822625,78.60414634,6178.611822,76.019,0,1,1,1
EST,1997,1.32,1.52,0,1,1399.535,1958698.216,3682.952301,3.566196094,69.8097561,4873.402046,69.923,1,1,1,1
ETH,1997,6.858,5.812,1,1,60697.443,3684179587,141.5086199,2.150782895,50.32,2532.1024,14.186,0,1,1,1
FIN,1997,1.75,1.8,0,1,5139.835,26417903.83,24691.87281,4.392554031,76.87853659,5910.309388,81.466,1,1,1,1
FJI,1997,3.209,2.846,1,1,792.736,628430.3657,2636.67216,3.421056134,65.246,4257.040516,46.732,0,0,1,1
FRA,1997,1.77,1.94,0,1,59964.841,3595782156,24228.94639,4.384334529,78.30487805,6131.653926,75.25,0,1,1,1
FSM,1997,4.544,3.823,1,1,108.473,11766.39173,1904.863883,3.279863948,64.202,4121.896804,23.889,0,1,1,1
GAB,1997,4.815,4.251,1,1,1141.332,1302638.734,4667.193121,3.669055772,59.479,3537.751441,76.49,0,0,1,1
GBR,1997,1.72,1.76,0,1,58316.954,3400867124,26742.98485,4.427209878,77.21097561,5961.534755,78.472,0,1,1,1
GEO,1997,1.749,1.664,0,1,4349.913,18921743.11,807.0322858,2.906890909,69.613,4845.969769,53.36,0,1,1,1
GHA,1997,5.036,4.49,1,1,17908.977,320731457.2,384.7963283,2.585230919,57.187,3270.352969,41.654,0,1,1,1
GIN,1997,6.273,5.729,1,1,7662.071,58707332.01,493.8221614,2.693570576,51.616,2664.211456,30.052,0,1,0,1
GMB,1997,5.96,5.725,1,1,1200.522,1441253.072,669.401096,2.825686419,54.715,2993.731225,45.155,0,1,0,1
GNB,1997,6.105,5.389,1,1,1132.505,1282567.575,237.1300773,2.374986643,49.301,2430.588601,35.114,0,1,1,0
GNQ,1997,5.941,5.559,1,1,536.459,287788.2587,824.5510831,2.916217566,52.112,2715.660544,43.893,0,1,0,0
GRC,1997,1.27,1.34,0,1,10661.259,113662443.5,13427.83251,4.128005915,78.13658537,6105.325973,72.358,0,1,1,1
GRD,1997,2.87,2.344,1,1,101.567,10315.85549,3861.397822,3.586744547,71.964,5178.817296,34.959,0,0,1,1
GTM,1997,4.895,3.971,1,1,10788.362,116388754.6,1649.001602,3.217221078,66.257,4389.990049,44.323,0,1,0,1
GUY,1997,3.061,2.84,1,1,757.975,574526.1006,988.3413168,2.994906951,64.468,4156.123024,28.959,0,0,0,1
HKG,1997,1.127,0.959,0,0,6489.3,42111014.49,27330.03335,4.436640162,80.12682927,6420.308769,100,0,1,1,1
HND,1997,4.588,3.545,1,1,6045.704,36550536.86,948.9547702,2.977245513,69.676,4854.744976,43.944,0,1,0,1
HRV,1997,1.69,1.5,0,1,4534.92,20565499.41,5312.369502,3.725288275,72.49512195,5255.542707,52.739,0,1,1,1
HTI,1997,4.669,3.836,1,1,8030.721,64492479.78,415.7707421,2.618853925,56.393,3180.170449,33.792,0,0,0,1
HUN,1997,1.37,1.31,0,1,10290.486,105894102.1,4596.182622,3.662397276,70.70243902,4998.834884,64.956,1,1,1,1
IDN,1997,2.579,2.514,1,1,202826.444,41138566386,1063.712376,3.026824212,64.954,4219.022116,38.406,0,1,0,1
IND,1997,3.514,2.972,1,1,1000900.028,1.0018E+12,415.4937978,2.618564545,61.233,3749.480289,27.028,0,1,1,1
IRL,1997,1.93,1.86,0,1,3674.171,13499532.54,22551.11391,4.353167999,75.98536585,5773.775824,58.419,0,1,1,1
IRN,1997,2.489,1.825,0,1,63136.309,3986193514,1804.336763,3.256317598,69.139,4780.201321,61.853,0,0,0,1
IRQ,1997,5.23,4.534,1,1,21439.579,459655547.7,968.5291421,2.986112693,68.936,4752.172096,68.405,0,0,0,1
ISL,1997,2.04,2.05,0,1,271.128,73510.39238,27919.16355,4.445902403,78.88536585,6222.900946,91.96,1,1,1,1
ISR,1997,2.94,2.84,1,1,5836,34058896,19663.03842,4.293650628,78,6084,91.009,0,1,0,1
ITA,1997,1.22,1.34,0,1,56890.372,3236514426,21829.34582,4.339040721,78.82439024,6213.284497,67.042,0,1,1,1
JAM,1997,2.704,2.361,1,1,2583.914,6676611.559,3250.895306,3.512002983,74.172,5501.485584,51.095,0,1,1,1
JOR,1997,4.367,3.907,1,1,4848.536,23508301.34,1494.510627,3.174499007,71.219,5072.145961,78.232,0,0,0,1
JPN,1997,1.388,1.26,0,0,126057,15890367249,35638.23196,4.55191615,80.42414634,6468.043315,78.272,0,1,1,1
KAZ,1997,2,2.22,1,1,15334.405,235143976.7,1445.503237,3.160019069,64,4096,55.964,0,1,1,1
KEN,1997,5.348,4.843,1,1,29415.66,865281053.2,445.8772551,2.649215319,52.014,2705.456196,18.898,0,1,1,0
KGZ,1997,2.6,2.5,1,1,4696.4,22056172.96,376.4296133,2.575683782,66.89268293,4474.631029,35.785,0,1,1,1
KHM,1997,4.325,3.227,1,1,11298.594,127658226.4,304.7647688,2.483964761,56.212,3159.788944,18.06,0,1,1,1
KIR,1997,4.235,3.909,1,1,80.188,6430.115344,842.2392327,2.925435468,62.188,3867.347344,38.752,0,1,1,1
KOR,1997,1.537,1.085,0,0,45953.58,2111731515,12398.48003,4.093368447,74.60243902,5565.523908,78.905,0,1,1,1
KWT,1997,2.861,2.494,1,1,1710.257,2924979.006,17748.84942,4.249170205,72.931,5318.930761,98.527,0,0,0,1
LAO,1997,4.939,3.615,1,1,5050.308,25505610.89,345.9218442,2.538977988,57.04,3253.5616,19.12,0,1,1,1
LBN,1997,2.714,2.002,0,1,3658.425,13384073.48,4305.641769,3.634037894,73.046,5335.718116,85.459,0,1,0,1
LBY,1997,3.265,2.53,1,1,5118.008,26194005.89,5998.160438,3.778018078,70.352,4949.403904,76.114,0,0,0,1
LCA,1997,2.641,1.675,0,1,150.92,22776.8464,5340.086973,3.72754833,72.759,5293.872081,28.366,0,0,0,1
LKA,1997,2.252,2.276,1,1,18470.897,341174036,817.0644817,2.912256332,69.419,4818.997561,18.427,0,1,1,1
LSO,1997,4.007,3.502,1,1,1968.054,3873236.547,507.0978889,2.705091803,52.728,2780.241984,18.049,0,1,1,0
LTU,1997,1.47,1.29,0,0,3575.137,12781604.57,2830.278071,3.451829106,70.90902439,5028.08974,67.166,0,1,1,1
LUX,1997,1.71,1.63,0,1,419.45,175938.3025,46641.64088,4.668773821,76.8804878,5910.609405,82.779,0,1,1,1
LVA,1997,1.11,1.39,0,1,2432.851,5918763.988,2683.241368,3.428659741,69.34926829,4809.321013,68.6,0,1,1,1
MAR,1997,3.036,2.571,1,1,27754.573,770316322.4,1396.769667,3.145124795,67.508,4557.330064,52.35,0,1,0,1
MDA,1997,1.719,1.219,0,0,2935.524,8617301.155,657.4911903,2.817889938,66.722,4451.825284,45.797,1,1,1,1
MDG,1997,5.835,5.047,1,1,14347.86,205861086.6,297.1150598,2.472924665,56.239,3162.825121,26.321,0,0,1,1
MDV,1997,3.56,2.279,1,1,263.836,69609.4349,1926.286035,3.284720776,67.644,4575.710736,26.379,0,1,0,1
MEX,1997,2.88,2.495,1,1,94611.008,8951242835,5289.167653,3.723387333,73.268,5368.199824,73.929,0,1,0,1
MKD,1997,1.864,1.531,0,1,1999.588,3998352.17,1959.560738,3.292158729,72.55,5263.5025,59.172,0,1,1,1
MLI,1997,6.983,6.794,1,1,10094.363,101896164.4,267.1890164,2.426818601,46.823,2192.393329,26.434,0,0,1,1
MLT,1997,1.93,1.38,0,1,382.791,146528.9497,9909.894481,3.99606903,77.73902439,6043.355913,91.492,0,1,0,1
MMR,1997,2.963,2.657,1,1,45027.223,2027450811,125.1036891,2.097270117,59.101,3492.928201,26.482,0,0,1,1
MNG,1997,2.429,2.177,1,1,2335.744,5455700.034,505.5923093,2.703800459,61.73,3810.5929,56.714,0,1,1,1
MOZ,1997,5.886,5.688,1,1,16397.175,268867348,283.5142141,2.452574837,47.826,2287.326276,28.535,0,1,1,0
MRT,1997,5.533,5.184,1,1,2433.567,5922248.343,851.4255276,2.930146667,60.545,3665.697025,38.459,0,1,0,1
MUS,1997,2.04,1.88,0,1,1148.284,1318556.145,3646.630626,3.561891775,70.40487805,4956.846853,43.038,0,1,1,1
MWI,1997,6.209,5.914,1,1,10264.906,105368295.2,259.4504941,2.414054502,45.479,2068.339441,14.002,0,0,1,1
MYS,1997,3.145,2.293,1,1,21562.79,464953912.6,4637.865661,3.666318165,72.11,5199.8521,58.237,0,1,0,1
NAM,1997,4.3,3.552,1,1,1698.029,2883302.485,2446.928578,3.388621293,55.806,3114.309636,30.823,0,0,1,1
NER,1997,7.707,7.612,1,1,10178.196,103595673.8,225.0220766,2.352225128,47.97,2301.1209,15.937,0,1,0,1
NGA,1997,6.19,5.985,1,1,113457.661,12872640840,479.9837641,2.681226547,45.923,2108.921929,33.247,0,0,1,1
NIC,1997,3.473,2.767,1,1,4827.658,23306281.76,909.3364921,2.95872462,68.234,4655.878756,54.737,0,1,1,1
NLD,1997,1.56,1.71,0,1,15610.65,243692393.4,26700.53713,4.426519998,77.79439024,6051.967153,74.453,0,1,1,1
NOR,1997,1.86,1.84,0,1,4405.157,19405408.19,36629.0309,4.563825429,78.14268293,6106.278895,74.476,1,1,1,1
NPL,1997,4.464,3.118,1,1,22584.772,510071926.3,217.7879819,2.338033911,60.144,3617.300736,11.834,0,1,0,1
NZL,1997,1.96,1.97,0,1,3781.3,14298229.69,17474.18703,4.24239698,77.33414634,5980.57019,85.781,0,1,1,1
OMN,1997,4.63,2.951,1,1,2249.759,5061415.558,7039.621237,3.847549293,70.726,5002.167076,71.629,0,0,0,1
PAK,1997,5.442,4.416,1,1,131057.432,17176050482,476.3812276,2.677954639,62.039,3848.837521,32.348,0,0,0,0
PAN,1997,2.81,2.651,1,1,2853.907,8144785.165,3741.28733,3.573021063,74.5,5550.25,59.807,0,1,1,1
PER,1997,3.099,2.695,1,1,25210.957,635592352.9,2306.438527,3.362941884,69.834,4876.787556,71.798,0,1,1,1
PHL,1997,3.922,3.504,1,1,73030.879,5333509288,1288.580731,3.110111633,68.574,4702.393476,46.39,0,0,0,1
PNG,1997,4.632,4.263,1,1,5446.633,29665811.04,906.3609204,2.957301172,58.594,3433.256836,13.724,0,0,1,1
POL,1997,1.51,1.24,0,0,38649.66,1493796218,4123.135618,3.61522762,72.64634146,5277.490928,61.583,0,1,1,1
PRI,1997,1.9,1.7702,0,1,3759.43,14133313.92,12817.64496,4.107808238,74.66404878,5574.72018,94.02,0,1,1,1
PRT,1997,1.47,1.41,0,1,10108.977,102191416,11575.50711,4.063540026,75.41219512,5686.999173,52.428,0,1,1,1
PRY,1997,3.911,3.04,1,1,4998.096,24980963.63,1993.804376,3.299682545,69.88,4883.2144,53.414,0,1,1,1
PSE,1997,5.907,4.776,1,1,2706.518,7325239.684,1389.164971,3.142753824,70.309,4943.355481,71.187,0,1,0,1
QAT,1997,3.473,2.569,1,1,535.32,286567.5024,21104.76372,4.324380494,77.052,5937.010704,95.659,0,0,0,1
ROU,1997,1.32,1.4,0,1,22553.978,508681923.6,1577.323357,3.197920734,69.00487805,4761.673195,53.463,0,1,1,1
RUS,1997,1.218,1.294,0,0,147915.361,21878954020,2737.572024,3.437365554,66.69878049,4448.727319,73.363,1,1,1,1
RWA,1997,5.936,5.131,1,1,6419.898,41215090.33,288.4093021,2.460009264,39.838,1587.066244,12.466,0,1,1,1
SAU,1997,4.533,3.417,1,1,19407.138,376637005.4,8551.676059,3.932051241,71.766,5150.358756,79.147,0,0,0,1
SDN,1997,5.686,5.143,1,1,25413.912,645866923.1,378.9547617,2.578587368,57.374,3291.775876,32.337,0,0,0,1
SEN,1997,5.741,5.149,1,1,9130.876,83372896.53,661.6537598,2.820630785,57.323,3285.926329,39.891,0,1,1,1
SGP,1997,1.61,1.26,0,0,3796.038,14409904.5,26375.97195,4.421208472,76.89756098,5913.234884,100,0,1,0,1
SLB,1997,4.968,4.473,1,1,379.998,144398.48,1385.570531,3.141628638,66.278,4392.773284,15.076,0,0,1,1
SLE,1997,6.512,5.863,1,1,4335.295,18794782.74,196.1153817,2.292511657,37.496,1405.950016,34.905,0,1,1,0
SLV,1997,3.377,2.529,1,1,5746.288,33019825.78,1778.836337,3.250135992,67.978,4621.008484,56.537,0,1,1,1
SRB,1997,1.6,1.45,0,1,7596.501,57706827.44,3380.041416,3.528922022,72.03902439,5189.621035,52.098,0,1,1,1
SUR,1997,2.99,2.749,1,1,454.165,206265.8472,2039.836843,3.309595432,67.762,4591.688644,66.223,0,1,1,0
SVK,1997,1.43,1.27,0,0,5383.291,28979821.99,5146.671078,3.711526414,72.70487805,5285.999292,56.416,1,1,1,1
SVN,1997,1.25,1.26,0,0,1985.956,3944021.234,10454.96564,4.01932261,74.70731707,5581.183224,50.675,0,1,1,1
SWE,1997,1.52,1.77,0,1,8846.062,78252812.91,30312.4876,4.481621578,79.19756098,6272.253664,83.942,1,1,1,1
SWZ,1997,4.195,3.663,1,1,963.416,928170.3891,1781.888523,3.250880531,53.595,2872.424025,23.081,0,1,0,0
