Country Name,Country Code,Year,Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Adjusted savings: energy depletion (% of GNI),Fuel imports (% of merchandise imports)
Hungary,HUN,1971-01-01,65.35280778978257,99.35974389755903,0.6402561024409764,10.657596371882086,11.771375216753368,0.0,22.235560891023077,,0.0,0.0,,,,37.765568200393055,0.04336493398823348,95.1468251783866,,2.8466484410684414,1711.3032728988574,1836.3497521156664,,0.16134667190340743
Iceland,ISL,1971-01-01,0.0,3.0228254164096238,96.17520049352251,10.980876002467612,0.0,0.0,3.0228254164096238,,13000000.0,0.8019740900678594,,,,53.1285150843177,46.8714849156823,53.1285150843177,,0.0,7001.523547050432,4378.310318392221,0.0,8.090611235468264
India,IND,1971-01-01,49.09164859002169,55.98336948662328,42.22402988671969,16.36237647625934,0.5679079296215955,1.7926006266570256,6.323812966979996,,0.0,0.0,,,,9.762031650883639,1.792079102857616,35.11979343231409,,63.088128123511154,97.4071580152349,266.3479823474412,0.0667919565512221,10.184618101378943
Indonesia,IDN,1971-01-01,0.0,55.97949886104784,44.02050113895216,3.644646924829157,0.0,0.0,55.97949886104784,,0.0,0.0,,,,-104.65402437208684,0.18968520838294603,24.67655387761273,,75.13376091400433,14.29692404467586,296.1329482120543,0.473126643480795,2.616582986175549
"Iran, Islamic Rep.",IRN,1971-01-01,0.27143738433066006,66.94632942628007,33.05367057371992,0.9623689080814312,5.256014805675509,0.0,61.41887723627391,,0.0,0.0,,,,-1337.5665861628004,1.387843845911829,97.72734651863497,,0.8848096354532015,274.2053425325861,567.0915944225943,11.2418020614583,0.25262203077249057
Iraq,IRQ,1971-01-01,0.0,92.85714285714286,7.142857142857142,5.0,63.10714285714286,0.0,29.75,,0.0,0.0,,,,-2041.0784852822662,0.42834786229512767,99.07280120574943,,0.4988509319554478,261.94178826280205,395.4166883310251,,
Ireland,IRL,1971-01-01,29.743020304568528,92.60786802030458,7.392131979695432,10.120558375634518,0.0,0.0,62.86484771573604,,0.0,0.0,,,,78.81268866885378,0.5965359356486636,79.79172744755975,,0.0,1884.6610183653347,2245.3234404505274,6.23707372989067e-06,9.058766148643931
Israel,ISR,1971-01-01,0.0,100.0,0.0,7.618798272025135,0.7723524021468778,0.0,99.22764759785312,,0.0,0.0,,,,-3.4682234010208464,0.0,99.98454532862085,,0.06490265038031211,2288.693385467579,1870.109156076898,0.921472197443445,5.006267937538932
Italy,ITA,1971-01-01,4.736120077469335,62.352324080051645,31.535668173014848,8.160910264686896,2.2207876049063913,2.7154615881213684,55.39541639767592,,4209000000.0,3.3965461588121366,,,,81.46970385590808,6.193633622820264,93.46442774222035,,0.2064066666468053,2152.773937839041,1949.1487233392927,0.00981038689820925,16.836262111647176
Jamaica,JAM,1971-01-01,0.0,86.33651551312649,7.517899761336516,7.398568019093078,0.0,0.0,86.33651551312649,,103000000.0,6.145584725536993,,,,86.22060090448042,0.5389875628968045,86.22060090448042,,13.240411532622776,822.8432308684972,1065.8979727411972,0.0,
Japan,JPN,1971-01-01,11.856881692347871,75.92060590232437,21.990075737790544,6.417341342387046,1.4364063724209977,2.0893183598850875,62.627317837555495,,0.0,0.0,,,,86.62349668099803,3.4860021343896985,96.51399786561029,,0.0,3415.6882409150685,2531.0885360984703,0.00594888412112737,24.113837749979897
Jordan,JOR,1971-01-01,0.0,100.0,0.0,11.304347826086957,0.0,0.0,100.0,,0.0,0.0,,,,99.81090341856559,0.0,99.23427055638267,,0.18909658143441233,144.83719565855088,300.8830791043317,0.0,6.372658933247186
Kazakhstan,KAZ,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,1971-01-01,0.0,39.56043956043956,46.565934065934066,15.384615384615385,0.0,0.0,39.56043956043956,,101000000.0,13.873626373626374,,,,21.53846764368568,0.5509267054322236,21.062297954329818,,77.91060565088208,76.39646048222892,444.7476677017869,0.0,
Kiribati,KIR,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,1971-01-01,35.98250336473755,38.35800807537012,61.64199192462988,9.401076716016151,0.0,0.0,2.375504710632571,,0.0,0.0,,,,6.410699928997894,4.05779232526294,92.43368227242964,,3.508530553358918,875.2650727562873,1262.1235232217973,,
"Korea, Republic of",KOR,1971-01-01,6.869070208728653,87.4762808349146,12.523719165085389,7.7798861480075905,0.0,0.0,80.60721062618596,,0.0,0.0,,,,62.41807772582087,0.6689011689684303,99.33108704630345,,0.0,295.59612859088475,516.1107492863117,0.00183366900356775,7.91045818501057
Kosovo,XKX,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,1971-01-01,0.0,100.0,0.0,8.006099885627146,86.08463591307664,0.0,13.91536408692337,,0.0,0.0,,,,-2534.276616301074,0.0,99.81977170102098,,0.18024463288325263,2809.9504619591166,7129.373007240892,20.2796720351936,0.9273499761742391
Kyrgyz Republic,KGZ,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,1971-01-01,0.0,38.981818181818184,61.018181818181816,10.036363636363637,0.0,0.0,38.981818181818184,,0.0,0.0,,,,90.88422271396806,3.903824616266928,90.88427681803182,,5.211952669765026,506.5235897904172,756.8330523635651,,5.661001850202152
Libya,LBY,1971-01-01,0.0,100.0,0.0,21.653543307086615,0.0,0.0,100.0,,0.0,0.0,,,,-8657.832138660586,0.0,93.82077679734296,,6.179223202657045,203.2354262837534,801.7918419870092,,3.3181809549773638
Lithuania,LTU,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,1971-01-01,63.16579144786196,95.87396849212303,4.126031507876969,5.476369092273068,0.3750937734433608,0.0,32.3330832708177,,0.0,0.0,,,,99.8835598009045,0.1164401990955083,96.09184349944894,,0.0,11871.351348194183,11863.089588547431,0.0,
Malaysia,MYS,1971-01-01,0.0,72.43741765480895,27.56258234519104,8.722002635046113,0.0,0.0,72.43741765480895,,0.0,0.0,,,,18.462311368508423,1.4861214272686663,75.2330386950626,,23.280823357131716,328.26167155505533,573.6118743542442,0.0425539933330121,13.051688973834768
Malta,MLT,1971-01-01,0.0,100.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,,,,100.0,0.0,,,0.0,1007.598282127519,695.9563924677899,0.0,6.117106922627318
Mauritius,MUS,1971-01-01,0.0,49.32432432432432,33.78378378378378,16.89189189189189,0.0,0.0,49.32432432432432,,25000000.0,16.89189189189189,,,,23.383462773402123,1.180054337385768,23.383188342160874,,75.43648288921212,146.56292077261298,434.1956317100199,,6.4240325988919444
Mexico,MEX,1971-01-01,0.5154805245014337,53.66796610715552,46.332033892844485,13.766551757466413,17.635877444505297,0.0,35.51660813814878,,0.0,0.0,,,,-0.8798846764887217,2.8780287530143864,83.19225260274104,,13.895494572050978,519.0405928589287,828.0270166245406,0.036968812430073,4.3034722848498825
Moldova,MDA,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,1971-01-01,13.406113537117903,33.624454148471614,66.37554585152839,10.611353711790393,0.0,0.0,20.21834061135371,,0.0,0.0,,,,61.28071161701509,4.424253111141422,73.56454613668139,,22.011200752177178,130.5709529064316,188.4650418120467,0.00612953294841041,6.680288572176285
Mozambique,MOZ,1971-01-01,0.0,66.76557863501483,33.23442136498516,29.673590504451035,0.0,0.0,66.76557863501483,,0.0,0.0,,,,10.596851693524151,0.2793441907892982,13.442482126264037,,86.27567953838606,55.20191026442411,799.7495039366152,,
Myanmar,MMR,1971-01-01,3.907380607814761,30.96960926193922,69.03039073806077,19.971056439942114,3.907380607814761,0.0,23.154848046309695,,0.0,0.0,,,,7.139542838522026,0.5189289787591043,19.089697219323963,,80.39137380191694,19.810171272722545,283.1861475819071,0.0889323551737089,7.331832855860442
Namibia,NAM,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,1971-01-01,0.0,22.093023255813954,77.90697674418605,15.11627906976744,0.0,0.0,22.093023255813954,,0.0,0.0,,,,1.656192946109145,0.1575295689179561,1.6538690979039983,,98.1862774849729,5.792622547235315,286.32197431363295,0.0,
Netherlands,NLD,1971-01-01,12.44209869944771,99.09807589524318,0.0,5.13539996436843,60.4333689649029,0.9019241047568145,26.22260823089257,,0.0,0.0,,,,26.58980700906574,0.20748891370879224,99.97543828236411,,0.0,3146.463256613723,3855.2267661283336,0.0286259380378847,12.996494265420584
New Zealand,NZL,1971-01-01,4.806822586897532,7.13916526683034,84.74609122625662,13.477193435844425,0.316578369298359,0.0,2.0157643106344487,,1256000000.0,8.114743506913037,,,,51.18998291477085,32.33700010325835,67.66302918989065,,0.0,4694.006309148265,2393.1072555205046,0.000577369590555925,7.437177285452543
Nicaragua,NIC,1971-01-01,0.0,65.19607843137256,33.169934640522875,8.823529411764707,0.0,0.0,65.19607843137256,,10000000.0,1.6339869281045754,,,,41.384790645299866,1.4338901724561341,41.38479064529986,,57.181319182244,220.94800950789175,482.0970737851522,0.0,7.4728563010551055
Niger,NER,1971-01-01,,,,,,,,,,,,,,,,,,,,,,8.456515416891838
Nigeria,NGA,1971-01-01,0.0,16.58717541070482,83.41282458929517,13.248542660307367,5.9353471118177,0.0,10.651828298887123,,0.0,0.0,,,,-227.3219494188089,0.40797544311165157,5.967769566268855,,93.6242549906195,28.801349754055476,583.7586356105659,0.265568610729342,0.8309456805256722
North Macedonia,MKD,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,1971-01-01,0.02518574486840448,0.4454728623599043,99.5545271376401,8.934642992066491,0.0,0.0,0.4202871174914998,,0.0,0.0,,,,54.74492336944087,40.8148272603518,61.06634511490176,,0.0,14084.409610050016,3414.316638906247,0.00876182352107294,4.109541738525637
Oman,OMN,1971-01-01,0.0,100.0,0.0,15.384615384615385,0.0,0.0,100.0,,0.0,0.0,,,,-17632.76611279249,0.0,100.0,,0.0,15.969733000582169,123.28198338276691,41.5854941009584,
Pakistan,PAK,1971-01-01,1.2150026413100898,50.03961965134707,48.586899101954565,26.25462229265716,44.66455361859482,1.3734812466983624,4.160063391442155,,0.0,0.0,,,,15.744547482098842,2.016064092029581,35.60035215400868,,62.3835896231952,91.723255759671,279.867627441489,0.0169934296830168,8.68934344967905
Panama,PAN,1971-01-01,0.0,90.54505005561735,9.232480533926585,9.343715239154617,0.0,0.0,90.54505005561735,,2000000.0,0.22246941045606228,,,,79.32789916555049,0.4310537446359836,79.29679904247855,,20.24104708981353,526.5953079780793,1062.1331150838448,0.0,17.915240653640748
Paraguay,PRY,1971-01-01,0.0,14.042553191489363,69.7872340425532,11.914893617021278,0.0,0.0,14.042553191489363,,38000000.0,16.170212765957448,,,,14.612364977734394,1.0306340328452483,14.612364977734387,,84.35700098942036,84.0173441021651,555.4390677403029,,13.307488959260782
Peru,PER,1971-01-01,0.0,24.16400604940346,72.0215089900857,9.174928583431356,0.3024701730801546,0.0,23.861535876323305,,227000000.0,3.814484960510839,,,,19.433030682245057,4.038030642258702,58.199191881169746,,37.7627884317383,388.51440716367375,656.1338410209108,0.158948152219988,4.038218818991498
Philippines,PHL,1971-01-01,0.13121924548933844,100.0,0.0,4.997266265718972,0.0,0.0,99.86878075451067,,0.0,0.0,,,,51.13350837571397,0.0,51.68087140674752,,48.31912206863713,226.1219466705131,398.9036312925498,7.23464790446223e-05,13.09538158281128
Poland,POL,1971-01-01,91.91365747731423,97.50061118541208,2.2563527330773545,8.192760688554294,3.2845823086989663,0.0,2.3023713993988815,,101000000.0,0.14524641557731854,,,,-15.241312133736603,0.15667599159011708,98.40003407221528,,1.4505795138785231,1955.770433297238,2627.021489468788,,
Portugal,PRT,1971-01-01,3.558763931104356,20.04812563323202,78.14083080040527,11.28419452887538,0.0,0.0,16.48936170212766,,143000000.0,1.8110435663627154,,,,77.93918961446047,8.455013645265794,80.11409854643303,,11.186966831176823,835.2850311832033,726.0504576945485,4.02289921605471e-06,8.574918492478428
Qatar,QAT,1971-01-01,0.0,100.0,0.0,0.0,90.47619047619048,0.0,9.523809523809524,,0.0,0.0,,,,-2278.896313232167,0.0,100.0,,0.0,2366.712748692673,6956.880747730961,49.2914046682628,
Romania,ROU,1971-01-01,26.202666396309628,88.60698535002788,11.39301464997212,7.360470421250064,55.35813859177776,0.0,7.046180361940488,,0.0,0.0,,,,-1.6131487529683002,0.9176100058490902,96.43529508305407,,3.2911594802487154,1632.0841898374645,2058.8803878021663,,
Russian Federation,RUS,1971-01-01,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,1971-01-01,,,,,,,,,,,,,,,,,,,,,,4.1364219763150345
