Country Name,Country Code,Year,Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Adjusted savings: energy depletion (% of GNI),Fuel imports (% of merchandise imports)
"Korea, Republic of",KOR,1988-01-01,22.121478246421873,48.17711423892146,4.232038166670623,4.201182027485699,12.380432460658422,47.59084759440792,13.675203531841163,,0.0,0.0,,,,71.02436164953527,14.533344804471495,85.4666551955285,,0.0,1920.5235571526107,1761.0147992991976,0.00633047261093845,11.554892344999782
Kosovo,XKX,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,1988-01-01,0.0,100.0,0.0,7.301392928210623,31.09852543497117,0.0,68.90147456502883,,0.0,0.0,,,,-311.06095791648926,0.0,99.97083433914547,,0.029170617628966593,8532.970622590297,9475.321876821441,3.73969328754124,1.7620563862485277
Kyrgyz Republic,KGZ,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,1988-01-01,0.0,85.0,15.0,10.0,0.0,0.0,85.0,,0.0,0.0,,,,92.08998790582915,2.606763642315655,91.94439308379128,,5.448792755217822,1041.3207649773744,572.5719581574176,,
Libya,LBY,1988-01-01,0.0,100.0,0.0,19.522803529265566,0.0,0.0,100.0,,0.0,0.0,,,,-454.6952307033848,0.0,98.81839473109989,,1.1816147190962287,1610.3183710819046,2631.2619589637366,,
Lithuania,LTU,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,1988-01-01,62.33766233766234,74.67532467532467,17.857142857142858,16.071428571428573,3.0844155844155843,0.0,9.253246753246753,,23000000.0,3.7337662337662336,,,,98.79990823059327,0.31049305706672026,88.12741505996358,,0.8895987123399984,13423.483732762083,8158.433525237649,0.0,
Malaysia,MYS,1988-01-01,1.3280281107895824,70.67486564696155,29.325134353038447,11.926415874328235,20.824720959073996,0.0,48.522116577097975,,0.0,0.0,,,,-135.7551807294488,2.63512486188609,87.62776346605227,,9.769620814144247,1027.1948225604758,1120.809342861583,5.08663561971581,5.353123184158368
Malta,MLT,1988-01-01,42.42718446601942,100.0,0.0,9.223300970873787,0.0,0.0,57.57281553398058,,0.0,0.0,,,,100.0,0.0,100.0,,0.0,2692.0031670625494,1871.3769524220831,0.0,
Mauritius,MUS,1988-01-01,6.181818181818182,68.72727272727272,18.181818181818183,17.272727272727273,0.0,0.0,62.54545454545455,,72000000.0,13.090909090909092,,,,53.307496768875275,1.6039060707844777,53.30731026816936,,45.08859716034025,436.14167031715647,513.9675568110472,0.0,5.7673677968987045
Mexico,MEX,1988-01-01,7.313720849793377,76.80635706613752,18.976534197447705,11.84759061367898,8.274016493419015,0.0,61.218619722925126,,4633000000.0,4.217108736414775,,,,-68.9485735445891,5.134448487075936,88.4135970502482,,6.591858199872889,1204.38044331863,1425.8937865891753,1.99572587970942,
Moldova,MDA,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,1988-01-01,92.86117381489842,100.0,0.0,7.844243792325056,0.0,0.0,7.138826185101581,,0.0,0.0,,,,13.538746907946608,0.0,97.7997028668512,,2.0298195660143326,1611.0747040054084,1824.4487940085958,0.107589576285043,
Montenegro,MNE,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,1988-01-01,29.185218165627784,89.58147818343723,10.418521816562778,9.294300979519145,0.0,0.0,60.396260017809446,,0.0,0.0,,,,78.537384176655,1.1731684072930104,84.92221506950676,,13.90461652320023,343.5412019684165,289.2600479161774,0.00806104807709799,
Mozambique,MOZ,1988-01-01,28.783382789317507,50.74183976261127,49.25816023738873,23.44213649851632,0.0,0.0,21.958456973293767,,0.0,0.0,,,,7.331499557784205,0.23167238707269378,7.512069651014663,,92.00086008941685,34.03625532655819,475.5929949218833,,
Myanmar,MMR,1988-01-01,1.6621743036837375,57.99640610961365,42.00359389038634,32.47978436657682,42.857142857142854,0.0,13.477088948787062,,0.0,0.0,,,,0.20973065388172102,0.7546962265564096,16.020461737811715,,83.22484203563188,38.66907377148507,274.12123050498514,0.337462420027943,
Namibia,NAM,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,1988-01-01,0.0,3.767123287671233,96.23287671232876,23.28767123287671,0.0,0.0,3.767123287671233,,0.0,0.0,,,,4.434043294105295,0.8802629642634946,4.283678090245349,,94.68569374163121,29.058672611586772,293.29131933584904,0.0,
Netherlands,NLD,1988-01-01,35.711309994110124,93.49528091824568,0.002873109135050495,3.9893120340176123,52.33080978580972,5.279338035655284,5.453161138325839,,851000000.0,1.2225079369639855,,,,13.34624963840461,1.5061371263808239,97.1510296747327,,0.5544305921070684,4924.155632071178,4321.1005295765735,0.250224761238803,9.345153926171944
New Zealand,NZL,1988-01-01,1.679491468718635,16.96554031448645,77.49079959852794,10.65908330545333,15.242556038808965,0.0,0.04349280695884911,,1657000000.0,5.543660086985614,,,,12.114385516399091,25.779189632151468,69.38861502570236,,4.832203779522909,8133.032831820674,3609.6805141012364,0.291848024298133,5.415757394506324
Nicaragua,NIC,1988-01-01,0.0,47.734375,30.234375000000004,15.0,0.0,0.0,47.734375,,282000000.0,22.03125,,,,36.37733737831971,10.659345067841706,36.02305772345911,,52.963317553838586,288.5980704094993,457.3406679557711,0.0,
Niger,NER,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.00894304987687533,
Nigeria,NGA,1988-01-01,0.0943881928951433,65.60837480693324,34.39162519306676,32.409473142268745,46.29311824266346,0.0,19.220868371374635,,0.0,0.0,,,,-106.86696716045647,0.5613563218731499,19.826707651393434,,79.61193765532599,87.18176097793742,679.598384384838,4.76609142022843,
North Macedonia,MKD,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,1988-01-01,0.043902974426517395,0.38506567153257965,99.56554348223759,7.003439066330078,0.0,0.0,0.3411626971060623,,27000000.0,0.02469542311491604,,,,-369.2709583933807,46.16734028646854,51.78077123808406,,4.438784384408553,22979.991865994154,4817.155673088983,1.51078099741295,3.638260788691674
Oman,OMN,1988-01-01,0.0,100.0,0.0,11.9533527696793,81.04956268221575,0.0,18.950437317784257,,0.0,0.0,,,,-1422.4768579219751,0.0,100.0,,0.0,2046.2809367556283,1360.075223307645,26.2676106289799,1.3971950358036804
Pakistan,PAK,1988-01-01,0.08159318243631199,48.79574506663443,50.436674624520265,21.673566830860356,31.54936387537397,0.7675803088453054,17.164788008824154,,0.0,0.0,,,,19.21299770750807,3.866441931438554,50.60135007481518,,45.53220541875167,240.06223038382967,359.6907534630823,0.465869701280801,
Panama,PAN,1988-01-01,0.0,11.410707307542008,85.93200468933178,20.203204376709653,0.0,0.0,11.410707307542008,,68000000.0,2.6572880031262214,,,,61.34542230829041,11.983825884288283,61.241815196596875,,26.67075180742131,877.8352353096765,672.145363722362,0.0,
Paraguay,PRY,1988-01-01,0.0,0.13007804682809684,99.72983790274165,1.5009005403241946,0.0,0.0,0.13007804682809684,,28000000.0,0.14008405043025815,,,,-32.11966921109077,59.041246671378055,21.462809666882947,,72.6964834047618,448.96040694645274,755.2741792881507,,
Peru,PER,1988-01-01,0.0,22.08530106257379,76.91115702479338,14.123376623376624,2.3170011806375443,0.0,19.768299881936247,,136000000.0,1.0035419126328218,,,,-6.235658589021578,8.237622837927042,65.2166844812849,,26.545692680788047,550.4214261590361,514.6432294404615,2.68637324244933,
Philippines,PHL,1988-01-01,10.522026162435306,53.19695179102653,25.526712579974735,17.718733444720648,0.0,0.0,42.67492562859122,,5221000000.0,21.276335628998737,,,,37.227500561197175,17.902709555517752,40.952822017642895,,41.14446842683936,343.64195078681684,447.09931626808077,0.056642378847759,
Poland,POL,1988-01-01,97.37603989828192,98.58975352385514,1.263022942920943,9.768880185403034,0.068328625467558,0.0,1.145385000105663,,94000000.0,0.06621536900979846,,,,0.00801380988104408,0.1165767411355242,97.79065687748037,,1.8017463875937512,3568.534848866556,3496.9851144312943,,
Portugal,PRT,1988-01-01,26.90454950936664,42.524531668153436,54.5628902765388,12.56913470115968,0.0,0.0,15.619982158786797,,653000000.0,2.912578055307761,,,,82.9873140513385,8.091627464340064,82.13302383104161,,8.196854762061282,2201.782304900091,1299.5851135922455,1.36206923899132e-06,8.176687064976553
Qatar,QAT,1988-01-01,0.0,100.0,0.0,6.9904181184668985,100.0,0.0,0.0,,0.0,0.0,,,,-252.87401863287405,0.0,,,0.0,10362.933163812473,15695.517564334623,16.5089617525905,
Romania,ROU,1988-01-01,36.98255489763947,80.38288946124639,19.617110538753618,5.702185284511829,34.50651867980138,0.0,8.893815883805528,,0.0,0.0,,,,23.496932280286764,1.8166431535722911,96.01775710869624,,1.2805134365454387,3392.6249764611866,3033.684681473777,,
Russian Federation,RUS,1988-01-01,,,,,,,,,,,,,,,,,,,,,3.25233748442326,
Samoa,WSM,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.0,
Saudi Arabia,SAU,1988-01-01,0.0,100.0,0.0,8.068654195895038,49.3309950636529,0.0,50.66900493634711,,0.0,0.0,,,,-373.19807175786383,0.0,99.98595955633343,,0.014040443666568663,3847.770600422803,4273.258385118918,6.71547947387649,
Senegal,SEN,1988-01-01,0.0,95.17396184062851,0.0,16.835016835016837,2.9180695847362514,0.0,92.25589225589226,,43000000.0,4.8260381593714925,,,,42.4547368802661,0.0,43.121002752191025,,56.87899724780897,104.1661395100902,232.6580949601582,0.000322635542360822,
Serbia,SRB,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.0,
Singapore,SGP,1988-01-01,0.0,98.7035766033707,0.0,4.522229848242203,0.0,0.0,98.7035766033707,,85000000.0,0.6482116983146496,,,,99.17365716342547,0.0,99.17368073550544,,0.8263428365745337,4398.989778321835,2981.1286149366083,0.0,
Slovakia,SVK,1988-01-01,34.42112751200427,41.18353192246132,7.802774319758137,8.136226213764894,1.729503823581718,51.013693757780544,5.032900586875334,,0.0,0.0,,,,75.41235312842639,14.56939850425819,82.38912190811973,,0.714744340341443,5150.462918876257,4106.150425589781,,
Slovenia,SVN,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.0,
South Africa,ZAF,1988-01-01,91.25547091324376,91.28800928938739,2.0173793209049498,4.9662494098431775,0.0,6.694611389707665,0.03253837614362822,,0.0,0.0,,,,-20.46949484505604,3.099104855670517,87.16735249304026,,9.821927521005154,3994.2393740489915,2594.3020100121803,1.53184238766294,
Spain,ESP,1988-01-01,31.675373780523003,37.66596432488599,25.43295041274606,9.74066270276511,0.9849621889972869,36.41545921607111,5.005628355365699,,673000000.0,0.4856260462968308,,,,62.21762475279008,20.20797975708219,79.3042298683435,,0.6297590751529162,3217.948159383953,2065.722444580935,0.0207247377872623,11.396865404940998
Sri Lanka,LKA,1988-01-01,0.0,7.216863165416221,92.78313683458379,14.86245087531261,0.0,0.0,7.216863165416221,,0.0,0.0,,,,24.567679021777302,4.10747458414813,24.74355180633285,,71.148973609519,141.18815849049182,322.15861349080996,0.0,
Sudan,SDN,1988-01-01,0.0,35.268505079825836,64.73149492017417,18.79535558780842,0.0,0.0,35.268505079825836,,0.0,0.0,,,,15.423020772922913,0.7636175915545759,15.423010818579503,,83.81336163552251,54.70860967333289,491.1486700845451,0.0,
Suriname,SUR,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.633582183318463,
Sweden,SWE,1988-01-01,1.4199298274524343,2.9023420602714896,47.979621123172734,6.5352476294450055,0.09681339732630234,47.66789571617882,1.3855988354927529,,2046000000.0,1.4048241909901746,,,,39.571824840353855,48.79845937620504,40.042882345035544,,11.332303815832635,15895.830599672447,5854.499662122477,5.84654578342713e-05,6.7713890945365325
Switzerland,CHE,1988-01-01,0.05194544053084888,0.9752337544823889,59.97352458192299,5.983779617279399,0.44069841482623406,38.19162840577767,0.4825898991253058,,513000000.0,0.859613257816951,,,,56.48926471611647,39.882264625342366,60.10914780066536,,3.659877526014369,7203.885833470086,3436.875832842185,,3.6637611106844297
Syrian Arab Republic,SYR,1988-01-01,0.0,70.70938215102976,29.290617848970253,23.444976076555022,10.57832327855211,0.0,60.13105887247764,,0.0,0.0,,,,-64.32789526547683,2.6138299771466884,97.35880951234829,,0.027371303605823873,631.3384753107198,794.7640423916337,,
Tajikistan,TJK,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,1988-01-01,0.0,9.143686502177069,90.85631349782292,23.00435413642961,0.0,0.0,9.143686502177069,,0.0,0.0,,,,6.914507835180622,1.1563935497056874,6.934366031122057,,91.90924041917225,42.7062357987175,374.7770853231548,2.25753662851598e-05,
Thailand,THA,1988-01-01,20.946278955150323,88.36249383932972,11.63750616067028,10.208230655495317,57.66387382947264,0.0,9.752341054706752,,0.0,0.0,,,,34.38788134840787,0.9926923873887115,59.87147929033133,,39.028101393774236,553.4444097761574,612.7951067725513,0.263583514245467,7.63657174028392
Togo,TGO,1988-01-01,0.0,36.134453781512605,63.86554621848739,22.689075630252102,0.0,0.0,36.134453781512605,,0.0,0.0,,,,15.869105567321274,0.5620030559346095,14.404939711070583,,83.56889137674412,79.37767899666613,318.3272112157923,0.0,5.475051355581159
Trinidad and Tobago,TTO,1988-01-01,0.0,99.22525107604018,0.0,9.411764705882353,99.13916786226686,0.0,0.0860832137733142,,27000000.0,0.7747489239598279,,,,-126.62878697534828,0.0,98.9382568192821,,1.0617249739962498,2536.4906763680538,4412.928951747222,10.3881102174458,
Tunisia,TUN,1988-01-01,0.0,99.05805459438677,0.9419454056132257,10.861207227989235,52.99884659746251,0.0,46.059207996924265,,0.0,0.0,,,,-38.4237257221853,0.09619473796064873,85.90331629875337,,14.061346858730472,570.8416183446634,542.9188373768154,2.29768403515475,
Turkiye,TUR,1988-01-01,25.986513486513484,39.6062271062271,60.2501665001665,13.128538128538128,6.743256743256744,0.0,6.876456876456877,,69000000.0,0.1436063936063936,,,,47.56225286230284,6.136493825389296,77.03619447551004,,16.758018665892767,805.7442924453319,904.5496690730661,0.0976142479942984,
Turkmenistan,TKM,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.0,
Ukraine,UKR,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,1988-01-01,0.0,100.0,0.0,7.001347708894878,96.28032345013477,0.0,3.719676549865229,,0.0,0.0,,,,-371.659482382113,0.0,100.0,,0.0,8196.920913165855,10539.258921375247,,
United Kingdom,GBR,1988-01-01,66.88523414217428,77.70090057190555,1.6084435952447715,7.745179234024794,1.5579046215446015,20.69032977495484,9.257761808186661,,1000000.0,0.00032605789483980776,,,,-12.79547870050442,8.178464982788707,91.28950431511771,,0.0,5232.737649219869,3643.006881266685,0.547913404996649,4.727304842215059
United States,USA,1988-01-01,57.67931332009817,72.71828055710868,7.292195146187495,5.043172913484127,9.46441654811231,19.544534335044762,5.574550688898204,,12718000000.0,0.4449899616590659,,,,15.668952653383997,9.007786052639718,87.07723871701859,,3.7726169111747248,11298.332508517416,7849.753970363888,0.587279402688873,
Uruguay,URY,1988-01-01,0.0,21.775928848084924,77.76502653851671,14.832879070434657,0.0,0.0,21.775928848084924,,32000000.0,0.45904461339836466,,,,56.40999551711351,19.847564830499635,64.06564171902733,,23.74243965238685,1249.6101060511542,763.195635787066,0.0,
Uzbekistan,UZB,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,1988-01-01,,,,,,,,,,,,,,,,,,,,,0.0,
"Venezuela, RB",VEN,1988-01-01,0.0,41.277362863765134,58.722637136234866,16.09236844364323,28.58786161902309,0.0,12.689501244742038,,0.0,0.0,,,,-245.61036564262034,8.004769348591607,90.47104528948995,,1.5294484742661836,2599.4680005127448,1954.51133118484,3.39933342961308,
Vietnam,VNM,1988-01-01,50.700073691967575,73.60353721444362,26.396462785556373,18.717759764185704,0.9432571849668386,0.0,21.96020633750921,,0.0,0.0,,,,9.254431664668877,0.8620975299813773,32.26292513823696,,66.87497733178166,86.12139440640996,278.99933779440596,,
Virgin Islands (U.S.),VIR,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,1988-01-01,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,1988-01-01,0.0,100.0,0.0,10.09104704097117,0.0,0.0,100.0,,0.0,0.0,,,,-238.513368250505,0.0,96.86536413752076,,3.134635862479243,95.66297184247206,191.87998163916765,,
Zambia,ZMB,1988-01-01,0.4316546762589928,0.9592326139088728,99.04076738609112,3.0695443645083933,0.0,0.0,0.5275779376498801,,0.0,0.0,,,,12.196578316248921,12.912110183728007,18.559604268070792,,69.27086457480158,972.6739622926042,754.2167369838883,0.0215824305239666,
Zimbabwe,ZWE,1988-01-01,66.07560645240734,66.07560645240734,33.924393547592665,6.452407338997661,0.0,0.0,0.0,,0.0,0.0,,,,10.175544295662252,2.7367108161931317,44.24135079601172,,52.17261434139038,883.2929814471896,904.7663438202254,0.294778453764658,
Afghanistan,AFG,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,1989-01-01,0.0,25.34562211981567,74.65437788018433,5.311666262430269,0.0,0.0,25.34562211981567,,0.0,0.0,,,,-0.6568520726418212,9.14789279975118,79.6938123131685,,12.962279474020702,1021.3935004428516,896.437762376845,7.02610405216963,
Algeria,DZA,1989-01-01,0.0,98.52518924562777,1.4748107543722264,14.356564865570348,91.17723831897678,0.0,7.347950926651005,,0.0,0.0,,,,-357.4440542468644,0.09380701402901366,99.86297206548169,,0.0494470497390021,526.6878126593668,832.4444915682742,9.66902026170279,
Angola,AGO,1989-01-01,0.0,13.30891330891331,86.6910866910867,25.03052503052503,0.0,0.0,13.30891330891331,,0.0,0.0,,,,-394.3952327647593,1.1103085952359653,22.103251062121277,,76.78644034264276,53.673683932634106,480.7354308729282,18.4371137802792,
Argentina,ARG,1989-01-01,1.7124982677040645,64.12068658312052,25.667676347726236,17.083407574587714,48.14594840727762,9.976044821919979,14.262239908138822,,119000000.0,0.2355922472332759,,,,-1.57735494330777,5.2210756961840294,91.3792509919561,,3.3602838398600685,1319.6328046408098,1445.864867635983,2.59263950567689,
Armenia,ARM,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,1989-01-01,77.28002066874261,89.62143566173971,9.827851130661807,7.548170408343645,10.285419017962768,0.0,2.0559959750343344,,810000000.0,0.5507132075984825,,,,-72.07400646265263,1.5750176821299822,93.85217111440396,,4.5728100142717585,8129.095890098116,5001.098343231189,0.81263530741558,5.132578171055809
Austria,AUT,1989-01-01,9.765028989929814,25.89156749059099,71.7872037432611,5.6332010985657615,13.298748855660666,0.0,2.8277896450005087,,1104000000.0,2.245956667683857,,,,63.96258920435268,12.688020312994208,76.54434927780457,,11.605980425789356,5896.135567808512,3138.983488169341,0.0654014312181045,5.682418481115546
Azerbaijan,AZE,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,1989-01-01,0.0,100.0,0.0,2.6409144659046118,100.0,0.0,0.0,,0.0,0.0,,,,-186.54025340794539,0.0,99.9999797176288,,0.0,14809.662855326982,9853.901976420459,34.6319256021417,
Bangladesh,BGD,1989-01-01,0.0,87.0695713281799,12.9304286718201,28.404778636683066,78.8756148981026,0.0,8.193956430077302,,0.0,0.0,,,,15.462557680044878,0.6538641952495345,45.072705202782195,,54.27343060196827,48.563462463904166,115.35845336106732,0.0160111570446901,12.067799157822328
Belarus,BLR,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,1989-01-01,26.36182843129925,36.94394186342091,0.4560611271438611,4.971813927060125,8.035647532036425,61.63105402455253,2.546465900085231,,198000000.0,0.29606591204749017,,,,72.82017883855026,22.58341883818372,77.01784999068049,,0.8587536616740556,6205.763770016333,4798.926451470597,0.000108522597264988,
Benin,BEN,1989-01-01,0.0,100.0,0.0,,0.0,0.0,100.0,,0.0,0.0,,,,-5.499503108716379,0.0,5.457824395735391,,93.5760765415139,32.73302702181666,327.15535938052244,0.481206286034054,
Bolivia,BOL,1989-01-01,0.0,42.74809160305343,55.67748091603053,17.700381679389313,36.784351145038165,0.0,5.963740458015267,,33000000.0,1.5744274809160304,,,,-93.46845205846904,4.0851481610076394,67.60317378263098,,28.283673613098266,249.3834128227972,353.5334377395531,1.75012947336059,
Bosnia and Herzegovina,BIH,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,1989-01-01,86.91037735849056,100.0,0.0,0.0,0.0,0.0,13.089622641509436,,0.0,0.0,,,,25.3994989407193,0.036468431060247546,56.653029169656236,,42.87296603686534,697.5648992717822,905.837189274402,0.266391355197814,
Brazil,BRA,1989-01-01,2.5256971059438524,5.236476573538639,92.40124050324346,14.203039864935018,0.0,0.8260993215151474,2.7107794675947874,,3403000000.0,1.5361836017027577,,,,25.942323285026305,12.431715804879289,49.83301128321505,,36.428093934868734,1433.5210152690331,982.6562240514847,0.628712508454707,25.73479481595365
Brunei Darussalam,BRN,1989-01-01,0.0,100.0,0.0,4.5053003533568905,99.02826855123675,0.0,0.9717314487632509,,0.0,0.0,,,,-885.8284393767651,0.0,99.8090373093357,,0.19102720508683319,4258.906867438076,6106.82725227621,15.8069657330377,
Bulgaria,BGR,1989-01-01,38.262497744089515,61.069752752210796,6.070655116404981,10.510286951813752,18.678938819707632,32.859592131384225,4.128316188413644,,0.0,0.0,,,,66.6625707943264,13.238983631960558,84.9239683151731,,0.5962748599892114,4963.178885773212,3426.9422050672233,0.100628993376426,
Cambodia,KHM,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,1989-01-01,0.0,1.5884743258219431,98.41152567417805,11.230144070927226,0.0,0.0,1.5884743258219431,,0.0,0.0,,,,-134.93151476833557,4.647101312139189,19.922775490102413,,75.43014348156537,216.69689722146424,444.5795205470681,7.0638223098707,
Canada,CAN,1989-01-01,18.371073337738004,24.979878671391674,58.33183174164615,8.233327326966585,2.970148357258694,15.991350831881796,3.6386569763949788,,3477000000.0,0.6961379061805514,,,,-26.14821544883291,21.35515028918624,75.05195139374929,,3.9634445123536794,16464.039506714522,7963.29790527702,1.3343750855824,4.692598948365273
Chile,CHL,1989-01-01,30.352029644601654,39.00398630060075,59.193756667228115,11.37499298186514,1.3699399247655943,0.0,7.282016731233508,,321000000.0,1.8022570321711302,,,,43.235198474241855,6.914796583883141,73.80845139940476,,19.27674439036176,1202.3351427899613,998.7670447287717,0.225407356672622,
China,CHN,1989-01-01,69.26677040406287,79.75581812896496,20.244181871035035,7.06725261195944,0.6342230810006668,0.0,9.854824643901438,,0.0,0.0,,,,-5.991797506697751,1.2569298440268348,74.31739394657681,,24.407414966363554,487.37317302105214,724.1161051267153,3.80411662958827,
Colombia,COL,1989-01-01,10.091507006005147,22.982556476980267,76.23391478410065,21.51558478696025,12.11038032599371,0.0,0.7806691449814126,,274000000.0,0.7835287389190735,,,,-88.54320940105104,9.811337064995977,66.59543128091889,,23.522937742857632,865.7362625335114,731.996189469844,4.22205620628498,
"Congo, Dem. Rep.",COD,1989-01-01,0.0,0.3171399740521839,99.68286002594782,10.552111863918121,0.0,0.0,0.3171399740521839,,0.0,0.0,,,,-4.067780376142439,5.293667280607094,8.986425035666317,,86.12793728033738,162.8673333871056,322.5757813346398,,
"Congo, Rep.",COG,1989-01-01,0.0,0.75,99.25,17.75,0.0,0.0,0.75,,0.0,0.0,,,,-1021.6661769141449,4.419682096675853,35.03900975923593,,59.862342863874254,168.1631026868583,333.0918683653727,30.5256899697797,
Costa Rica,CRI,1989-01-01,0.0,2.404692082111437,97.59530791788856,8.240469208211143,0.0,0.0,2.404692082111437,,0.0,0.0,,,,59.14331351803871,17.774642219246754,58.379559360180444,,23.082044262714536,1062.682344046007,522.9631299242839,0.0,
Cote d'Ivoire,CIV,1989-01-01,0.0,27.578373466606088,72.42162653339392,15.99273057701045,0.0,0.0,27.578373466606088,,0.0,0.0,,,,25.19283114921887,3.1027719067457293,27.58919303576141,,69.30805769158515,161.30238107264427,385.4258020824146,0.099215614104142,
Croatia,HRV,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,1989-01-01,0.0,91.06240566966336,0.5380930507251132,18.301725835028545,0.16405275936741257,0.0,90.89835291029596,,1280000000.0,8.399501279611524,,,,61.60215712064735,0.03850675058502741,67.1784992108628,,32.78299403855219,1182.6521177974705,1739.6548574657218,0.191660189812412,32.41358566433842
Curacao,CUW,1989-01-01,0.0,100.0,0.0,15.19674355495251,0.0,0.0,100.0,,0.0,0.0,,,,100.0,0.0,,,0.0,4253.523618965952,9465.437568481731,,
Cyprus,CYP,1989-01-01,0.0,100.0,0.0,5.843801201529219,0.0,0.0,100.0,,0.0,0.0,,,,99.52187284741483,0.0,99.52187284741483,,0.4781271525851678,2217.100998981471,1618.6650582824927,0.0,9.612517196310408
Czechia,CZE,1989-01-01,71.8551841672936,78.41120203896762,2.5226082817705855,7.0089511906772515,0.9212203098370975,19.066189679261793,5.634797561836914,,0.0,0.0,,,,13.558321366534736,6.878668576466571,93.40509882359123,,0.0,5576.934732983125,4739.002774617443,,
Denmark,DNK,1989-01-01,89.08559717437754,97.46217241529673,0.1002921554092356,10.225439323245977,3.0174857192691755,0.0,5.3590895216500245,,554000000.0,2.4157327868137615,,,,45.60560683259679,0.24449658697715707,88.61327835883644,,6.48396731249831,5853.960005408571,3414.2116052818515,0.321781760490738,7.222369028068954
Dominican Republic,DOM,1989-01-01,0.7680491551459293,84.66973886328725,14.562211981566819,27.86482334869432,0.0,0.0,83.90168970814132,,25000000.0,0.7680491551459293,,,,78.53946201486134,1.0843548482344787,78.53943541406532,,20.37618313690419,336.38809444024116,538.5771098789934,0.0,
Ecuador,ECU,1989-01-01,0.0,14.127231755936903,85.8727682440631,22.776911076443056,0.0,0.0,14.127231755936903,,0.0,0.0,,,,-177.24686809137805,7.431010800887792,73.7825956142378,,18.78637614298858,436.3290185241502,561.5299820718234,8.28355686332183,
"Egypt, Arab Rep.",EGY,1989-01-01,0.0,76.05224615236861,23.947753847631397,13.527335590290281,33.52061273980168,0.0,42.531633412566926,,0.0,0.0,,,,-74.79272808065085,2.7976678121560865,93.89853856980794,,3.303793618035976,645.8254383422483,549.7983057478392,11.4098988063482,
El Salvador,SLV,1989-01-01,0.0,8.078817733990148,70.19704433497537,15.763546798029557,0.0,0.0,8.078817733990148,,441000000.0,21.72413793103448,,,,31.991220282134762,20.620375850843445,31.977121765150766,,47.3884038670218,325.1862848795018,461.5748009087762,0.0,
Eritrea,ERI,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,1989-01-01,,,,,,,,,,,,,,,,,,,,,,
