,date_ym,count,log_count
0,2022-01,4547,3.6578204560156973
1,2022-02,17980,4.254813841034874
2,2022-03,32224,4.5081929260254405
3,2022-04,19387,4.287533011050722
4,2022-05,3791,3.5788683286660286
5,2022-06,5945,3.774224904868919
6,2022-07,6490,3.812311609131124
7,2022-08,4603,3.663135314957754
8,2022-09,5862,3.7681198941847973
9,2022-10,11099,4.045322978786658
10,2022-11,12100,4.08282126093933
11,2022-12,11375,4.055989583385691
12,2023-01,10924,4.038421445642459
