,date_ym,sum(num_comments),log_count
0,2022-01,228151,5.358224280188043
1,2022-02,2381124,6.376782194810713
2,2022-03,3340997,6.523876215659316
3,2022-04,1487747,6.172529375109208
4,2022-05,275973,5.440868168339072
5,2022-06,367342,5.565071768447883
6,2022-07,441337,5.644771322597464
7,2022-08,333714,5.523375727993779
8,2022-09,434967,5.638457307679659
9,2022-10,804676,5.90562158810981
10,2022-11,786035,5.895442436934211
11,2022-12,741648,5.870198415481923
12,2023-01,656054,5.816940249734248
