date_ym,author,count
2022-01,misana123,3
2022-02,misana123,8
2022-03,misana123,15
2022-04,misana123,25
2022-05,misana123,10
2022-06,misana123,43
2022-07,misana123,44
2022-08,misana123,23
2022-09,misana123,30
2022-10,misana123,65
2022-11,misana123,126
2022-12,misana123,84
2023-01,misana123,93
